baseline	height	x	y	sigma_x	sigma_y	fwhm_x	fwhm_y	fwhm	error_baseline	error_height	error_x	error_y	error_sigma_x	error_sigma_y	error_fwhm_x	error_fwhm_y	error_fwhm	slice
321.478	39.257	919.631	1903.880	2.122	1.244	4.998	2.928	3.963	2.432	9.329	0.504	0.294	0.560	0.331	1.320	0.780	0.767	7
302.715	45.529	1707.874	1919.216	0.806	1.107	1.899	2.608	2.253	2.143	17.612	0.324	0.437	0.308	0.449	0.725	1.058	0.642	7
288.683	38.359	10.756	1938.520	1.766	2.314	4.158	5.449	4.804	3.662	8.566	0.390	0.514	0.501	0.639	1.179	1.505	0.956	7
305.982	68.036	1639.293	1942.914	0.606	0.908	1.428	2.138	1.783	1.991	26.187	0.231	0.298	0.269	0.294	0.633	0.693	0.469	7
303.563	42.180	1541.065	1964.910	1.065	1.166	2.507	2.745	2.626	2.354	15.969	0.404	0.442	0.419	0.460	0.988	1.084	0.733	7
325.296	56.396	1061.405	1989.607	0.742	1.518	1.748	3.576	2.662	2.436	18.996	0.225	0.475	0.286	0.492	0.674	1.159	0.671	7
311.736	53.081	491.271	1993.166	1.153	1.105	2.716	2.601	2.659	2.412	16.082	0.350	0.335	0.365	0.349	0.859	0.822	0.595	7
301.283	70.136	357.430	1999.205	0.968	0.576	2.279	1.356	1.818	2.286	26.528	0.344	0.276	0.354	0.238	0.834	0.560	0.502	7
304.923	58.358	1447.995	2004.625	0.665	1.222	1.567	2.878	2.223	2.045	16.621	0.231	0.376	0.172	0.386	0.405	0.908	0.497	7
303.415	56.330	692.508	2009.642	1.138	0.764	2.680	1.800	2.240	2.103	18.655	0.361	0.239	0.372	0.277	0.875	0.652	0.546	7
315.566	69.342	724.335	2039.647	0.561	0.704	1.320	1.657	1.489	2.050	46.211	0.294	0.280	0.420	0.345	0.989	0.813	0.640	7
372.061	232.996	1644.622	132.784	3.951	4.663	9.304	10.981	10.142	38.519	34.632	0.112	0.152	0.589	0.690	1.386	1.624	1.068	3
282.659	319.465	1644.859	132.874	4.949	5.761	11.653	13.566	12.610	41.228	37.707	0.156	0.229	0.588	0.695	1.385	1.636	1.072	3
312.096	158.126	390.945	1307.200	2.815	2.504	6.629	5.897	6.263	7.699	8.692	0.141	0.121	0.244	0.216	0.575	0.509	0.384	3
302.798	133.053	1919.210	14.074	3.214	3.341	7.568	7.867	7.718	15.480	13.119	0.154	0.162	0.452	0.463	1.064	1.090	0.762	3
348.917	125.775	918.496	1799.032	2.882	2.051	6.787	4.830	5.808	6.115	9.663	0.215	0.149	0.303	0.224	0.713	0.527	0.443	3
343.096	127.224	900.570	1812.991	2.435	2.398	5.735	5.647	5.691	7.392	9.997	0.182	0.178	0.288	0.283	0.678	0.666	0.475	3
322.149	121.363	279.467	438.963	2.453	2.479	5.776	5.838	5.807	6.060	8.344	0.159	0.163	0.247	0.254	0.582	0.598	0.417	3
337.749	115.806	383.150	807.946	2.261	2.199	5.324	5.179	5.251	5.091	8.844	0.170	0.164	0.239	0.232	0.562	0.546	0.392	3
310.595	150.330	1640.954	111.221	4.550	3.911	10.714	9.210	9.962	20.319	17.827	0.260	0.262	0.657	0.672	1.548	1.582	1.106	3
365.996	238.915	1644.626	132.945	4.060	4.490	9.561	10.572	10.067	16.769	14.538	0.181	0.201	0.386	0.402	0.909	0.948	0.656	3
376.361	93.947	1956.269	1057.555	2.370	2.945	5.581	6.935	6.258	8.706	9.749	0.214	0.275	0.398	0.468	0.937	1.101	0.723	3
352.247	111.016	628.976	1322.656	2.148	2.030	5.058	4.781	4.919	4.165	8.338	0.160	0.151	0.213	0.204	0.502	0.480	0.347	3
344.423	110.220	1162.564	1753.404	3.873	3.003	9.119	7.071	8.095	18.339	15.748	0.281	0.198	0.742	0.610	1.747	1.437	1.131	3
310.293	106.308	1116.114	85.058	3.101	2.755	7.302	6.487	6.894	9.525	8.612	0.180	0.156	0.391	0.362	0.921	0.852	0.627	3
337.580	105.027	884.604	476.598	2.335	2.440	5.499	5.746	5.623	6.194	8.985	0.191	0.201	0.293	0.303	0.690	0.714	0.497	3
349.372	97.857	1270.999	345.760	2.920	2.088	6.876	4.917	5.897	6.230	8.580	0.245	0.170	0.365	0.281	0.859	0.662	0.542	3
326.266	121.869	1248.339	886.437	3.394	2.946	7.993	6.938	7.465	8.307	8.245	0.199	0.163	0.361	0.318	0.851	0.748	0.567	3
326.625	92.801	1652.026	1039.896	3.242	3.303	7.635	7.779	7.707	11.352	10.077	0.228	0.231	0.531	0.532	1.251	1.253	0.885	3
330.956	93.231	1272.697	317.780	1.760	1.857	4.145	4.372	4.259	3.427	9.960	0.188	0.198	0.225	0.237	0.531	0.557	0.385	3
335.495	87.842	1547.006	452.198	2.536	2.255	5.971	5.311	5.641	6.319	9.840	0.272	0.244	0.390	0.363	0.919	0.855	0.628	3
332.293	84.497	796.260	599.213	2.480	2.509	5.839	5.908	5.874	6.158	8.563	0.242	0.238	0.378	0.365	0.889	0.859	0.618	3
331.587	89.996	775.321	610.387	2.994	2.447	7.050	5.762	6.406	8.711	10.309	0.332	0.248	0.544	0.430	1.281	1.011	0.816	3
324.664	89.327	658.331	137.971	2.639	2.802	6.214	6.599	6.407	8.312	9.074	0.231	0.254	0.417	0.454	0.981	1.069	0.725	3
322.694	92.580	1522.936	32.000	2.390	2.473	5.628	5.823	5.725	5.985	8.426	0.206	0.217	0.318	0.335	0.748	0.788	0.543	3
322.313	105.558	718.902	1378.604	2.674	3.049	6.296	7.179	6.738	6.490	8.013	0.195	0.209	0.327	0.328	0.771	0.773	0.546	3
336.300	96.600	744.778	1408.742	2.388	1.756	5.623	4.135	4.879	4.007	9.294	0.229	0.166	0.286	0.214	0.674	0.505	0.421	3
345.732	89.331	542.476	1377.265	1.898	2.087	4.470	4.915	4.692	4.114	9.487	0.201	0.221	0.258	0.280	0.607	0.658	0.448	3
330.005	81.531	168.955	808.905	1.990	2.542	4.686	5.987	5.336	4.484	8.102	0.192	0.247	0.271	0.332	0.638	0.782	0.505	3
326.282	106.430	545.393	1327.306	3.117	2.898	7.340	6.823	7.082	8.477	8.326	0.189	0.182	0.363	0.367	0.854	0.865	0.608	3
355.365	89.482	611.855	439.309	3.044	2.541	7.167	5.983	6.575	9.594	10.175	0.314	0.242	0.557	0.457	1.312	1.076	0.848	3
326.000	87.456	733.799	1389.742	2.732	2.816	6.434	6.632	6.533	7.789	8.479	0.234	0.233	0.426	0.412	1.003	0.970	0.697	3
341.286	74.738	895.700	184.452	2.049	2.094	4.824	4.932	4.878	4.938	10.427	0.283	0.290	0.372	0.379	0.876	0.892	0.625	3
341.750	88.663	658.039	703.802	2.832	2.008	6.669	4.728	5.699	5.218	8.709	0.279	0.188	0.388	0.275	0.914	0.647	0.560	3
342.001	82.268	776.638	1381.553	3.011	2.325	7.091	5.475	6.283	6.490	7.658	0.258	0.191	0.422	0.341	0.994	0.804	0.639	3
322.995	80.480	1098.143	69.227	2.806	3.662	6.608	8.622	7.615	12.856	11.119	0.213	0.300	0.595	0.722	1.400	1.700	1.101	3
332.469	81.619	1974.583	926.531	3.066	2.594	7.220	6.108	6.664	7.508	8.958	0.300	0.258	0.485	0.446	1.143	1.050	0.776	3
338.591	81.324	1111.776	1771.258	2.384	2.299	5.615	5.414	5.515	5.407	9.049	0.261	0.247	0.371	0.351	0.874	0.827	0.602	3
334.135	83.374	945.586	1943.636	2.990	2.751	7.041	6.478	6.759	10.188	9.823	0.276	0.252	0.549	0.522	1.292	1.230	0.892	3
329.757	80.419	282.606	419.480	1.968	2.618	4.634	6.164	5.399	5.028	8.782	0.208	0.282	0.300	0.383	0.707	0.902	0.573	3
320.277	87.351	391.034	438.972	2.836	3.088	6.678	7.271	6.974	8.292	8.280	0.216	0.243	0.423	0.459	0.996	1.080	0.735	3
310.383	75.053	299.990	1040.167	3.346	3.589	7.878	8.451	8.165	14.627	12.478	0.240	0.278	0.741	0.812	1.745	1.912	1.294	3
324.694	67.774	7.287	1700.148	3.415	2.109	8.042	4.966	6.504	6.985	8.583	0.406	0.232	0.643	0.420	1.513	0.990	0.904	3
339.177	124.583	1162.263	1752.804	3.620	2.611	8.524	6.147	7.336	6.912	8.575	0.327	0.173	0.453	0.280	1.067	0.659	0.627	3
351.077	70.781	963.376	130.156	3.780	2.677	8.902	6.303	7.602	11.222	10.547	0.408	0.265	0.819	0.617	1.929	1.454	1.208	3
327.582	78.831	464.604	631.090	2.212	2.988	5.209	7.035	6.122	6.395	7.917	0.200	0.279	0.351	0.440	0.826	1.036	0.663	3
337.912	80.696	1046.081	1715.652	3.257	2.291	7.669	5.395	6.532	6.503	7.479	0.270	0.181	0.445	0.336	1.048	0.790	0.656	3
312.579	79.694	315.393	91.124	2.449	1.794	5.766	4.225	4.996	4.266	9.077	0.278	0.201	0.355	0.270	0.835	0.635	0.524	3
332.942	83.409	1964.085	933.739	2.663	2.861	6.270	6.737	6.503	5.902	6.837	0.194	0.217	0.333	0.368	0.785	0.866	0.584	3
316.809	155.327	390.816	1307.183	2.816	2.372	6.631	5.586	6.109	4.637	8.131	0.168	0.124	0.229	0.172	0.539	0.405	0.337	3
328.549	78.229	1545.963	1380.645	2.457	2.644	5.785	6.226	6.006	7.174	8.543	0.243	0.266	0.420	0.448	0.988	1.054	0.722	3
356.957	92.477	1258.690	1591.824	1.451	1.413	3.416	3.326	3.371	2.970	13.824	0.217	0.211	0.236	0.230	0.555	0.541	0.388	3
333.449	73.716	354.865	296.689	2.149	2.439	5.061	5.744	5.403	5.906	9.469	0.267	0.307	0.397	0.441	0.934	1.038	0.698	3
345.122	81.190	866.288	814.387	2.797	2.217	6.588	5.220	5.904	6.623	8.845	0.292	0.224	0.449	0.369	1.056	0.869	0.684	3
334.767	79.729	1685.016	1080.557	2.098	2.857	4.940	6.728	5.834	5.853	8.979	0.222	0.311	0.339	0.442	0.798	1.042	0.656	3
310.862	71.653	22.479	1248.905	1.747	2.228	4.113	5.246	4.680	3.397	8.198	0.199	0.254	0.253	0.313	0.596	0.738	0.474	3
366.945	113.806	1698.290	1403.594	3.100	5.114	7.300	12.043	9.671	11.895	11.557	0.260	0.557	0.518	0.928	1.220	2.186	1.252	3
318.546	75.738	334.109	177.014	2.456	3.101	5.783	7.301	6.542	6.960	8.074	0.227	0.291	0.408	0.479	0.961	1.129	0.741	3
331.477	68.404	923.152	721.933	1.799	1.253	4.235	2.950	3.593	3.129	13.492	0.355	0.247	0.388	0.272	0.915	0.641	0.558	3
345.885	83.158	911.747	1004.784	2.796	2.205	6.585	5.193	5.889	5.539	7.397	0.239	0.182	0.368	0.301	0.865	0.708	0.559	3
369.232	74.262	1948.582	1040.052	1.528	2.589	3.599	6.097	4.848	4.175	11.108	0.224	0.393	0.277	0.478	0.652	1.125	0.650	3
342.880	72.659	249.391	1182.307	3.173	2.331	7.472	5.489	6.480	7.269	7.937	0.308	0.215	0.526	0.414	1.238	0.976	0.788	3
343.756	68.934	591.254	1348.739	2.720	2.646	6.404	6.231	6.318	6.922	8.158	0.286	0.288	0.478	0.495	1.126	1.166	0.810	3
352.327	67.612	920.293	592.961	1.732	2.018	4.078	4.752	4.415	3.954	10.665	0.273	0.318	0.335	0.384	0.789	0.905	0.600	3
325.257	88.443	1664.014	1050.350	3.098	3.068	7.295	7.225	7.260	8.194	8.310	0.276	0.231	0.511	0.421	1.204	0.992	0.780	3
346.113	75.596	551.895	1191.812	2.044	2.002	4.812	4.714	4.763	4.824	10.480	0.282	0.276	0.367	0.361	0.864	0.850	0.606	3
325.991	80.480	677.826	1336.884	2.149	3.119	5.062	7.345	6.204	5.684	8.000	0.200	0.354	0.314	0.515	0.739	1.214	0.711	3
349.589	81.880	718.922	1378.706	2.594	1.912	6.109	4.502	5.305	4.720	9.716	0.308	0.220	0.401	0.292	0.944	0.687	0.584	3
330.489	73.378	432.011	1399.757	1.867	1.597	4.396	3.760	4.078	3.379	10.946	0.278	0.238	0.323	0.279	0.760	0.656	0.502	3
332.504	82.095	757.968	1414.274	2.276	1.955	5.359	4.604	4.981	3.711	7.736	0.214	0.181	0.279	0.242	0.656	0.569	0.434	3
319.960	69.060	1125.376	1477.999	3.016	3.341	7.102	7.867	7.484	11.399	10.166	0.286	0.338	0.672	0.753	1.583	1.774	1.189	3
346.650	61.836	1456.671	1159.359	1.594	2.834	3.754	6.673	5.214	4.462	10.219	0.256	0.468	0.335	0.585	0.789	1.379	0.794	3
331.807	80.992	1749.175	1432.424	2.247	2.668	5.291	6.283	5.787	5.540	7.922	0.208	0.250	0.325	0.373	0.765	0.877	0.582	3
326.141	82.998	1108.957	1736.038	2.101	1.758	4.948	4.140	4.544	3.730	9.739	0.246	0.205	0.300	0.254	0.705	0.599	0.463	3
341.037	75.933	626.040	1791.472	1.908	2.113	4.492	4.976	4.734	4.617	10.390	0.259	0.288	0.337	0.367	0.794	0.865	0.587	3
332.966	70.694	863.715	149.392	2.450	2.331	5.769	5.489	5.629	6.005	9.352	0.319	0.295	0.469	0.432	1.104	1.018	0.751	3
319.170	75.631	117.754	441.592	1.959	1.226	4.613	2.887	3.750	2.674	11.078	0.287	0.179	0.315	0.199	0.742	0.468	0.439	3
322.710	73.880	803.397	588.176	3.143	3.160	7.401	7.440	7.421	12.232	10.591	0.270	0.267	0.681	0.671	1.604	1.580	1.126	3
326.587	112.313	1106.357	610.466	4.178	3.706	9.839	8.728	9.283	19.642	17.029	0.292	0.202	0.831	0.667	1.956	1.570	1.254	3
329.334	65.202	1870.573	777.586	2.390	1.873	5.628	4.411	5.019	4.346	8.970	0.326	0.254	0.422	0.341	0.994	0.803	0.639	3
368.924	70.267	892.280	805.589	2.299	1.928	5.415	4.539	4.977	5.041	10.236	0.332	0.277	0.433	0.374	1.020	0.881	0.674	3
377.481	81.392	1248.310	886.690	1.580	2.179	3.720	5.130	4.425	4.020	12.001	0.230	0.323	0.274	0.382	0.646	0.899	0.554	3
332.001	85.083	531.866	1324.217	3.648	2.589	8.591	6.096	7.343	8.845	8.211	0.290	0.174	0.562	0.399	1.322	0.940	0.811	3
324.298	68.684	1269.391	535.806	2.381	2.369	5.606	5.578	5.592	5.582	8.399	0.280	0.279	0.417	0.418	0.983	0.984	0.696	3
300.563	97.188	674.054	713.687	3.508	3.890	8.260	9.159	8.710	17.407	15.049	0.223	0.253	0.706	0.751	1.664	1.768	1.214	3
348.211	78.558	981.652	758.004	1.369	1.310	3.225	3.086	3.155	2.910	15.113	0.263	0.252	0.282	0.270	0.664	0.636	0.460	3
352.108	71.436	1252.306	893.466	2.899	3.790	6.826	8.924	7.875	9.981	9.403	0.289	0.611	0.580	0.987	1.367	2.323	1.348	3
347.753	74.980	1639.845	1400.439	2.242	1.941	5.280	4.572	4.926	5.499	11.308	0.335	0.290	0.438	0.389	1.030	0.915	0.689	3
329.066	79.864	1158.099	163.578	1.665	1.881	3.920	4.430	4.175	3.585	11.008	0.229	0.259	0.272	0.304	0.640	0.716	0.480	3
337.792	83.128	1013.797	174.888	4.386	3.251	10.329	7.655	8.992	17.520	15.343	0.338	0.230	0.969	0.775	2.282	1.825	1.461	3
320.078	73.965	157.586	573.822	2.460	1.789	5.793	4.213	5.003	4.247	8.968	0.296	0.213	0.378	0.287	0.891	0.677	0.559	3
320.647	70.657	169.234	584.868	2.718	2.186	6.399	5.147	5.773	4.881	7.953	0.305	0.235	0.432	0.341	1.017	0.803	0.648	3
345.387	73.461	1555.943	639.878	2.300	1.946	5.415	4.582	4.999	4.189	8.685	0.271	0.226	0.354	0.303	0.834	0.712	0.549	3
345.967	57.368	898.694	1489.814	3.344	3.708	7.875	8.733	8.304	12.257	10.945	0.432	0.448	1.000	0.986	2.355	2.322	1.653	3
313.365	73.537	219.141	1696.480	3.903	3.210	9.192	7.559	8.376	14.132	12.149	0.344	0.242	0.892	0.721	2.100	1.698	1.350	3
327.206	116.379	279.160	439.051	2.684	2.293	6.321	5.400	5.861	4.057	7.615	0.234	0.147	0.306	0.194	0.719	0.456	0.426	3
322.049	64.960	140.089	768.282	2.217	1.840	5.221	4.333	4.777	4.423	10.047	0.341	0.282	0.429	0.365	1.011	0.861	0.664	3
353.403	58.011	527.429	1390.499	2.942	1.352	6.928	3.184	5.056	3.740	10.618	0.545	0.240	0.663	0.291	1.562	0.685	0.853	3
302.346	71.193	327.331	1922.756	2.509	3.594	5.908	8.464	7.186	7.005	7.891	0.230	0.357	0.424	0.594	0.999	1.398	0.859	3
336.750	110.137	1662.631	130.935	4.358	4.404	10.263	10.370	10.317	16.076	14.146	0.307	0.516	0.722	0.959	1.701	2.257	1.413	3
360.133	66.923	1115.630	187.401	1.978	1.505	4.658	3.543	4.101	3.410	11.232	0.332	0.252	0.381	0.294	0.897	0.692	0.566	3
324.236	82.443	396.132	423.025	3.184	3.495	7.498	8.230	7.864	9.419	8.931	0.286	0.291	0.578	0.560	1.360	1.320	0.947	3
316.601	78.337	143.991	562.109	1.406	1.507	3.310	3.548	3.429	2.568	11.613	0.208	0.223	0.228	0.244	0.536	0.575	0.393	3
335.253	67.854	248.893	1706.747	1.585	1.950	3.733	4.593	4.163	3.584	11.215	0.262	0.322	0.309	0.375	0.728	0.883	0.572	3
324.493	71.060	1688.168	244.244	1.722	1.329	4.054	3.130	3.592	2.733	11.576	0.280	0.216	0.309	0.239	0.727	0.564	0.460	3
325.783	72.343	563.349	394.958	3.308	2.872	7.789	6.764	7.277	10.839	10.022	0.324	0.279	0.676	0.629	1.593	1.480	1.087	3
313.967	70.246	381.081	503.667	1.969	1.809	4.636	4.261	4.449	3.515	9.206	0.258	0.237	0.315	0.293	0.743	0.689	0.507	3
344.172	61.521	550.764	1521.510	2.643	2.460	6.225	5.793	6.009	7.001	8.667	0.347	0.318	0.568	0.532	1.338	1.252	0.916	3
333.013	81.914	1963.999	933.750	2.686	3.006	6.326	7.079	6.702	6.287	7.391	0.217	0.273	0.364	0.448	0.858	1.056	0.680	3
330.420	63.463	1574.180	994.594	3.791	2.505	8.927	5.898	7.412	8.908	8.654	0.427	0.244	0.797	0.540	1.876	1.271	1.133	3
331.264	62.704	1126.051	1738.849	1.378	2.153	3.245	5.070	4.158	3.228	11.074	0.242	0.380	0.279	0.433	0.658	1.019	0.606	3
347.282	133.619	918.779	1798.981	2.494	2.081	5.872	4.900	5.386	3.959	9.321	0.189	0.144	0.243	0.182	0.572	0.429	0.357	3
315.663	69.940	51.188	1864.284	2.595	2.742	6.110	6.457	6.284	7.319	8.153	0.267	0.281	0.481	0.491	1.132	1.156	0.809	3
307.788	75.653	1464.553	72.990	4.105	3.306	9.667	7.786	8.727	14.797	12.860	0.422	0.279	0.987	0.771	2.324	1.815	1.474	3
327.883	68.204	386.838	287.101	2.643	2.011	6.224	4.736	5.480	4.791	8.443	0.324	0.240	0.441	0.341	1.039	0.804	0.657	3
320.547	67.605	538.081	318.895	2.453	2.545	5.775	5.994	5.885	5.818	7.609	0.260	0.267	0.421	0.423	0.991	0.997	0.703	3
322.495	69.252	1816.275	358.203	2.186	2.690	5.147	6.334	5.741	5.298	8.354	0.252	0.311	0.375	0.439	0.883	1.033	0.680	3
319.510	65.218	382.287	821.578	3.326	3.184	7.832	7.497	7.665	10.423	9.418	0.312	0.323	0.686	0.732	1.615	1.723	1.181	3
325.269	63.390	159.510	1148.204	2.969	2.778	6.990	6.542	6.766	7.561	7.891	0.335	0.285	0.614	0.525	1.447	1.236	0.951	3
337.517	61.645	151.346	1162.548	2.445	2.037	5.759	4.797	5.278	4.988	8.688	0.339	0.280	0.466	0.403	1.096	0.948	0.725	3
330.288	65.603	539.826	1259.792	1.529	1.742	3.601	4.102	3.852	2.820	10.280	0.240	0.273	0.273	0.309	0.642	0.728	0.485	3
354.353	85.230	545.583	1327.306	2.035	2.375	4.791	5.593	5.192	4.109	9.176	0.214	0.260	0.273	0.336	0.643	0.791	0.510	3
312.547	64.619	341.626	1577.718	2.113	2.134	4.976	5.024	5.000	4.210	8.435	0.273	0.275	0.364	0.367	0.856	0.864	0.608	3
332.737	62.817	1192.401	1736.401	3.300	2.203	7.770	5.187	6.478	6.760	7.989	0.387	0.242	0.625	0.444	1.472	1.046	0.903	3
321.366	56.922	1176.626	1739.777	2.843	3.181	6.696	7.491	7.093	11.216	10.210	0.354	0.416	0.802	0.891	1.888	2.099	1.412	3
316.686	73.060	362.501	1762.875	2.889	4.097	6.804	9.649	8.226	8.550	8.304	0.253	0.487	0.514	0.797	1.210	1.878	1.117	3
332.487	58.100	1271.252	549.922	1.995	2.409	4.697	5.672	5.185	4.491	8.312	0.280	0.339	0.391	0.455	0.920	1.072	0.706	3
329.719	79.378	418.908	758.067	2.965	4.183	6.983	9.850	8.416	9.347	9.212	0.260	0.362	0.545	0.696	1.282	1.640	1.041	3
318.757	67.123	498.203	952.487	3.839	2.922	9.039	6.882	7.960	11.931	10.423	0.401	0.254	0.893	0.670	2.103	1.577	1.314	3
343.642	63.619	281.883	1202.460	3.221	2.862	7.585	6.739	7.162	7.331	8.439	0.476	0.358	0.749	0.596	1.763	1.403	1.127	3
329.625	85.994	479.613	1420.761	1.605	1.089	3.779	2.564	3.171	2.425	12.888	0.240	0.163	0.256	0.174	0.604	0.411	0.365	3
313.807	59.961	424.465	1751.203	2.990	3.694	7.041	8.700	7.870	9.957	9.302	0.322	0.391	0.726	0.801	1.709	1.885	1.272	3
333.438	125.449	1640.544	111.964	3.215	5.223	7.570	12.300	9.935	11.672	11.364	0.244	0.366	0.484	0.771	1.140	1.816	1.072	3
337.778	55.471	892.418	463.899	2.598	2.180	6.117	5.134	5.626	5.177	8.239	0.390	0.309	0.563	0.456	1.326	1.075	0.854	3
337.918	69.020	434.478	537.357	3.755	2.158	8.843	5.081	6.962	5.789	7.336	0.618	0.213	0.805	0.351	1.896	0.826	1.034	3
372.990	60.018	1127.969	813.550	1.681	1.643	3.959	3.869	3.914	3.215	11.430	0.320	0.313	0.363	0.356	0.856	0.839	0.599	3
327.091	59.301	625.532	1187.483	2.296	1.472	5.408	3.467	4.438	3.742	11.153	0.431	0.275	0.502	0.329	1.183	0.775	0.707	3
346.937	59.209	259.740	1186.967	2.640	3.312	6.217	7.799	7.008	8.519	8.477	0.294	0.403	0.598	0.745	1.408	1.754	1.124	3
327.571	60.599	511.991	1311.390	2.605	2.385	6.135	5.616	5.876	5.570	7.614	0.314	0.281	0.487	0.443	1.147	1.043	0.775	3
337.365	69.212	576.421	1360.131	1.836	1.745	4.323	4.109	4.216	3.503	10.725	0.284	0.270	0.334	0.317	0.786	0.746	0.542	3
319.030	55.987	509.409	1396.846	2.499	1.967	5.884	4.633	5.258	4.736	8.390	0.369	0.288	0.502	0.415	1.183	0.976	0.767	3
362.093	119.465	1708.029	1402.108	3.683	4.339	8.672	10.218	9.445	10.828	10.119	0.426	0.565	0.649	0.758	1.527	1.786	1.175	3
331.043	58.609	526.780	1435.898	1.472	1.537	3.467	3.619	3.543	3.060	13.040	0.328	0.342	0.361	0.377	0.851	0.888	0.615	3
303.135	71.041	191.417	1688.519	2.256	1.687	5.314	3.972	4.643	3.357	8.461	0.268	0.199	0.326	0.251	0.768	0.591	0.484	3
347.048	48.507	1129.512	174.877	2.743	2.299	6.458	5.413	5.936	6.738	9.097	0.485	0.402	0.742	0.649	1.747	1.528	1.160	3
357.865	53.500	877.637	237.083	0.865	2.701	2.037	6.360	4.199	3.060	14.248	0.223	0.724	0.252	0.823	0.594	1.937	1.013	3
323.647	95.126	486.278	240.081	0.736	1.357	1.733	3.195	2.464	2.099	16.735	0.128	0.234	0.138	0.241	0.325	0.568	0.327	3
338.823	68.702	867.660	705.359	2.260	2.995	5.322	7.052	6.187	6.110	7.686	0.228	0.315	0.390	0.495	0.919	1.165	0.742	3
337.056	57.395	1081.420	729.737	1.656	1.518	3.900	3.573	3.737	2.667	10.311	0.298	0.273	0.333	0.306	0.785	0.721	0.533	3
336.054	72.072	1088.783	748.794	1.282	1.517	3.019	3.572	3.296	2.809	13.675	0.243	0.288	0.263	0.311	0.619	0.732	0.479	3
322.069	123.723	383.258	808.072	2.665	2.748	6.276	6.471	6.374	4.643	7.746	0.254	0.168	0.326	0.223	0.768	0.526	0.465	3
311.653	60.922	1241.537	1550.967	2.812	3.240	6.623	7.630	7.127	8.859	7.969	0.247	0.291	0.586	0.638	1.379	1.502	1.020	3
339.032	53.513	1092.092	1729.395	2.188	1.538	5.152	3.622	4.387	3.426	9.989	0.408	0.286	0.477	0.345	1.124	0.812	0.693	3
328.810	56.825	1143.665	1731.639	2.135	1.772	5.028	4.172	4.600	3.612	9.501	0.358	0.293	0.437	0.361	1.028	0.851	0.667	3
338.805	88.235	1111.731	1771.084	2.245	1.963	5.287	4.623	4.955	3.796	9.302	0.232	0.208	0.284	0.262	0.670	0.616	0.455	3
326.728	53.470	486.463	1940.327	1.958	2.233	4.611	5.259	4.935	4.016	8.372	0.303	0.347	0.403	0.452	0.949	1.064	0.713	3
332.631	58.341	966.470	1969.861	3.009	0.832	7.086	1.959	4.522	2.640	11.829	0.628	0.168	0.737	0.172	1.735	0.406	0.891	3
335.450	106.440	1270.942	345.901	3.116	2.784	7.339	6.555	6.947	5.401	7.713	0.343	0.217	0.446	0.315	1.049	0.741	0.642	3
334.435	56.938	277.756	403.961	2.196	2.488	5.171	5.858	5.514	6.059	8.895	0.329	0.376	0.512	0.559	1.206	1.317	0.893	3
350.454	78.309	803.150	700.961	0.767	1.969	1.806	4.636	3.221	2.640	15.603	0.160	0.401	0.153	0.424	0.361	0.998	0.531	3
344.303	90.060	657.838	703.845	2.567	1.926	6.044	4.534	5.289	4.193	9.452	0.298	0.197	0.387	0.249	0.912	0.586	0.542	3
318.285	59.327	1881.337	780.295	2.772	2.764	6.528	6.510	6.519	7.706	8.035	0.317	0.317	0.592	0.592	1.394	1.395	0.986	3
321.437	69.820	573.510	886.051	0.873	2.514	2.056	5.920	3.988	2.519	12.127	0.146	0.434	0.168	0.484	0.395	1.140	0.603	3
340.605	74.735	1974.532	926.520	3.008	2.327	7.083	5.481	6.282	5.534	7.992	0.412	0.237	0.583	0.352	1.372	0.828	0.801	3
321.069	58.265	1654.892	1417.527	2.365	2.317	5.569	5.457	5.513	5.225	8.152	0.322	0.313	0.473	0.460	1.113	1.083	0.777	3
327.039	54.853	354.889	1514.284	1.588	1.938	3.740	4.565	4.152	3.285	10.436	0.302	0.369	0.355	0.427	0.835	1.006	0.654	3
314.229	59.067	292.163	1595.584	3.100	3.062	7.299	7.210	7.255	10.225	9.231	0.337	0.326	0.753	0.732	1.773	1.723	1.236	3
316.060	59.205	937.031	1637.451	2.776	3.640	6.536	8.571	7.554	10.396	9.317	0.285	0.461	0.674	0.936	1.587	2.204	1.358	3
339.587	106.002	1163.118	1753.787	3.727	3.898	8.777	9.178	8.978	10.763	9.771	0.387	0.272	0.669	0.529	1.576	1.245	1.004	3
313.693	53.029	47.707	1850.123	2.278	2.350	5.365	5.533	5.449	5.691	8.508	0.354	0.365	0.536	0.548	1.263	1.290	0.903	3
317.877	60.840	125.379	1909.652	1.520	2.205	3.579	5.192	4.385	3.113	9.186	0.228	0.332	0.274	0.388	0.646	0.914	0.560	3
307.758	48.653	1961.266	171.915	2.386	2.177	5.619	5.126	5.373	5.469	8.868	0.427	0.385	0.612	0.566	1.441	1.332	0.981	3
324.794	54.436	721.797	324.848	1.507	2.673	3.549	6.294	4.922	3.534	9.251	0.251	0.459	0.312	0.558	0.735	1.315	0.753	3
324.325	60.832	996.575	437.074	2.083	2.866	4.904	6.748	5.826	4.701	8.127	0.265	0.383	0.376	0.525	0.886	1.236	0.760	3
319.194	54.237	1796.079	439.168	2.400	2.391	5.653	5.629	5.641	7.235	9.748	0.410	0.408	0.652	0.650	1.534	1.531	1.084	3
