n	ChainAxis	ChainDia	CellAxis	DiaP	CellDiaM	GFPfluor	GFPMean	GFPMax	GFPMid	allSepta	manSepta	manTrace	Thr	startX	startY	barX	barY	barW	barH	SeptaPos	ParentID	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9	Y10	Y11	Frame
607			1.7982	0.761600	0.7743											1097	950	36	33		123	50.1179	49.9788	49.8407	49.7204	49.5981	50.3301	50.4537	50.5713	50.7044	50.8431	50.1179	60.3194	59.8859	59.4495	59.0111	58.5862	58.3756	58.8051	59.2338	59.6546	60.0867	60.3194	33
608			1.9481	0.761600	0.6994											1133	950	39	33		123	50.7612	50.5755	50.4107	50.2561	50.1160	50.8450	50.9826	51.1324	51.2890	51.4680	50.7612	62.1858	61.7232	61.2490	60.7764	60.3134	60.0928	60.5477	61.0056	61.4562	61.9022	62.1858	33
609			0.9691	0.761600	0.4746											1172	950	20	33		123	51.1391	51.0433	50.9476	50.8504	50.7613	51.4678	51.5541	51.6485	51.7442	51.8400	51.1391	63.0866	62.8613	62.6360	62.4074	62.1862	61.9018	62.1162	62.3381	62.5633	62.7886	63.0866	33
610			0.4945	0.584300	0.7243											30	1000	10	33		124	49.1569	49.1279	49.0989	49.0699	49.0421	49.6104	49.6382	49.6672	49.6962	49.7252	49.1569	59.9955	59.8740	59.7526	59.6311	59.5145	59.3789	59.4955	59.6170	59.7384	59.8599	59.9955	33
611			3.8957	0.584300	1.0490											40	1000	78	33		124	49.9664	49.7230	49.5179	49.3410	49.1544	49.7277	49.9150	50.0911	50.2920	50.5326	49.9664	63.8096	62.8555	61.8932	60.9330	59.9841	59.8713	60.8236	61.7793	62.7223	63.6651	63.8096	33
612			2.7960	0.584300	0.9491											118	1000	56	33		124	51.1812	50.8594	50.5365	50.2319	49.9772	50.5218	50.7691	51.0605	51.3789	51.7009	51.1812	66.3974	65.7712	65.1453	64.4989	63.8431	63.6316	64.2683	64.8867	65.5037	66.1304	66.3974	33
613			0.8142	0.584300												174	1000	17	33		124	51.5443	51.4526	51.3610	51.2693	51.1798	51.7023	51.7917	51.8834	51.9751	52.0668	51.5443	67.1228	66.9397	66.7565	66.5734	66.3947	66.1331	66.3118	66.4949	66.6781	66.8612	67.1228	33
614			4.4402	0.661300	0.7743											221	1000	89	33		125	48.4169	48.4798	48.4826	48.4404	48.3445	49.0032	49.1006	49.1439	49.1410	49.0771	48.4169	64.8686	63.7655	62.6724	61.5747	60.4831	60.4252	61.5330	62.6605	63.7851	64.9062	64.8686	33
615			3.6010	0.661300	0.4496											310	1000	73	33		125	48.3717	48.3924	48.3539	48.3638	48.4169	49.0771	49.0249	49.0154	49.0540	49.0329	48.3717	68.4782	67.5851	66.6893	65.7685	64.8679	64.9069	65.7915	66.6786	67.5786	68.4934	68.4782	33
616			5.4388	0.847400	1.3737											413	1000	109	33		126	68.2364	69.5402	70.8180	72.0741	73.3244	73.6438	72.3867	71.0992	69.7878	68.4754	68.2364	63.6446	63.2613	62.8560	62.3701	61.8614	62.6462	63.1578	63.6557	64.0717	64.4576	63.6446	33
617			3.3968	0.847400	1.1739											522	1000	68	33		126	64.9913	65.8100	66.6170	67.4263	68.2259	68.4858	67.6784	66.8615	66.0424	65.2114	64.9913	64.6129	64.3927	64.1493	63.9056	63.6478	64.4543	64.7146	64.9606	65.2076	65.4312	64.6129	33
618			2.8523	0.847400	1.0740											590	1000	58	33		126	62.2523	62.9328	63.6074	64.3038	64.9920	65.2107	64.5282	63.8496	63.1614	62.4548	62.2523	65.3727	65.2053	64.9930	64.7966	64.6127	65.4314	65.6137	65.8051	66.0216	66.1955	65.3727	33
619			0.6944	0.619000												678	1000	14	33		127	51.0286	50.9507	50.8728	50.7949	50.7192	51.2734	51.3490	51.4269	51.5048	51.5827	51.0286	64.0841	63.9275	63.7710	63.6145	63.4624	63.1867	63.3387	63.4953	63.6518	63.8083	64.0841	33
620			2.9971	0.619000	0.7993											692	1000	60	33		127	52.4672	52.0604	51.7076	51.3828	51.0332	51.5781	51.9343	52.2611	52.5983	52.9919	52.4672	66.7449	66.0950	65.4148	64.7422	64.0929	63.7994	64.4608	65.1377	65.7878	66.4165	66.7449	33
621			4.0958	0.619000	0.9824											752	1000	82	33		127	54.5488	54.0149	53.4975	52.9906	52.4648	52.9943	53.5241	54.0336	54.5472	55.0784	54.5488	70.2665	69.3838	68.4958	67.6094	66.7410	66.4204	67.2954	68.1864	69.0678	69.9462	70.2665	33
622			0.8442	0.566900	0.4662											864	1000	17	33		128	49.1953	49.0443	48.8948	48.7402	48.5928	48.9865	49.1339	49.2884	49.4409	49.5947	49.1953	69.5349	69.3850	69.2408	69.0916	68.9494	68.5414	68.6836	68.8328	68.9799	69.1327	69.5349	33
623			2.0481	0.566900	0.5162											881	1000	41	33		128	50.6371	50.2791	49.9177	49.5519	49.1946	49.5954	49.9516	50.3178	50.6829	51.0431	50.6371	70.9829	70.6156	70.2531	69.8916	69.5343	69.1333	69.4895	69.8513	70.2176	70.5872	70.9829	33
624			1.4436	0.566900	1.0157											922	1000	29	33		128	51.6881	51.4184	51.1517	50.8903	50.6395	51.0407	51.2911	51.5459	51.8039	52.0715	51.6881	71.9950	71.7474	71.4974	71.2365	70.9854	70.5848	70.8356	71.0899	71.3318	71.5774	71.9950	33
625			3.2969	0.657500	1.4487											981	1000	67	33		129	50.1052	49.5281	48.9611	48.3934	47.8389	48.3243	48.8751	49.4392	50.0038	50.5784	50.1052	71.8991	71.3011	70.7004	70.0992	69.4925	69.0489	69.6517	70.2490	70.8471	71.4425	71.8991	33
626			2.2428	0.661000	0.8492											1078	1000	45	33		130	56.5330	56.1478	55.7948	55.4562	55.1305	55.6662	55.9901	56.3218	56.6553	57.0247	56.5330	71.1850	70.7564	70.3021	69.8433	69.3926	69.0054	69.4534	69.9029	70.3322	70.7432	71.1850	33
627			2.4321	0.661000	1.0990											1123	1000	49	33		130	57.9970	57.6491	57.3003	56.9280	56.5317	57.0260	57.4323	57.8261	58.1884	58.5388	57.9970	73.0730	72.5753	72.0898	71.6300	71.1835	70.7447	71.2023	71.6887	72.1931	72.6944	73.0730	33
628			3.0121	0.606100												30	1050	61	33		131	52.6554	52.0585	51.4615	50.8952	50.3420	50.7512	51.3033	51.8550	52.4344	53.0278	52.6554	74.0340	73.5692	73.0901	72.5769	72.0705	71.6234	72.1288	72.6288	73.0937	73.5559	74.0340	33
629			2.4926	0.634800	0.5745											121	1050	50	33		132	53.8415	53.3355	52.8315	52.3361	51.8517	52.2490	52.7307	53.2179	53.7131	54.2158	53.8415	73.7220	73.3527	72.9748	72.5862	72.1974	71.7023	72.0889	72.4710	72.8423	73.2093	73.7220	33
630			2.3378	0.634800	0.8742											171	1050	47	33		132	55.8026	55.3068	54.8162	54.3278	53.8488	54.2085	54.6844	55.1671	55.6535	56.1475	55.8026	75.0268	74.7060	74.3838	74.0566	73.7272	73.2041	73.5313	73.8547	74.1742	74.4938	75.0268	33
631			0.8442	0.738700	0.7743											248	1050	17	33		133	70.2748	70.0815	69.8939	69.7073	69.5309	69.9060	70.0824	70.2660	70.4418	70.6264	70.2748	84.2778	84.1732	84.0650	83.9551	83.8511	83.2147	83.3187	83.4268	83.5282	83.6281	84.2778	33
632			1.3984	0.738700	0.3330											265	1050	28	33		133	71.4832	71.1862	70.8857	70.5780	70.2748	70.6264	70.9295	71.2370	71.5517	71.8627	71.4832	84.9485	84.7706	84.6082	84.4419	84.2778	83.6281	83.7921	83.9584	84.1285	84.3146	84.9485	33
633			1.2488	0.738700	0.3497											293	1050	25	33		133	72.5467	72.2753	71.9964	71.7244	71.4691	71.8768	72.1298	72.3851	72.6491	72.9206	72.5467	85.6085	85.4492	85.2856	85.1085	84.9396	84.3235	84.4909	84.6572	84.8121	84.9714	85.6085	33
634			1.5985	0.738700	0.7243											318	1050	32	33		133	73.9447	73.5918	73.2395	72.8902	72.5485	72.9188	73.2601	73.6028	73.9501	74.3041	73.9447	86.4004	86.2039	86.0093	85.8075	85.6096	84.9704	85.1680	85.3661	85.5578	85.7550	86.4004	33
635			2.0969	0.738700	0.9741											350	1050	42	33		133	75.5019	75.1317	74.7501	74.3510	73.9250	74.3238	74.7725	75.2112	75.6290	76.0174	75.5019	87.6456	87.2850	86.9611	86.6618	86.3886	85.7668	86.0545	86.3835	86.7382	87.1165	87.6456	33
636			2.0979	0.738700	0.6827											392	1050	42	33		133	76.9403	76.5922	76.2261	75.8588	75.4957	76.0236	76.3873	76.7518	77.1279	77.4889	76.9403	89.1392	88.7533	88.3876	88.0103	87.6394	87.1227	87.4942	87.8686	88.2442	88.6445	89.1392	33
637			0.9341	0.738700	0.7993											434	1050	19	33		133	77.5393	77.3882	77.2382	77.0887	76.9383	77.4910	77.6455	77.8015	77.9536	78.1047	77.5393	89.8392	89.6594	89.4810	89.3065	89.1369	88.6468	88.8211	89.0030	89.1841	89.3638	89.8392	33
638			2.1428	0.789600	0.6244											483	1050	43	33		134	74.4206	73.9697	73.5288	73.0585	72.5828	72.9295	73.4052	73.9044	74.3826	74.8430	74.4206	85.6643	85.3787	85.1169	84.8871	84.6545	83.9452	84.1777	84.4216	84.7056	84.9972	85.6643	33
639			2.9221	0.789600	0.6244											526	1050	59	33		134	76.7571	76.1674	75.5839	74.9992	74.4080	74.8556	75.4575	76.0546	76.6394	77.2282	76.7571	87.3689	86.9304	86.4942	86.0628	85.6560	85.0055	85.4197	85.8603	86.2974	86.7353	87.3689	33
640			7.5257	0.845700												615	1050	151	33		135	71.5444	70.4162	69.1970	67.8454	66.5108	67.1070	68.4356	69.8079	71.0718	72.2184	71.5444	101.4276	99.9390	98.5498	97.2598	95.9328	95.3331	96.6540	97.9639	99.4039	100.9168	101.4276	33
641			0.9941	0.735800	0.5495											30	1100	20	33		136	67.7999	67.7409	67.6818	67.6228	67.5649	68.2799	68.3377	68.3968	68.4558	68.5149	67.7999	9.2196	8.9769	8.7342	8.4915	8.2536	8.0797	8.3175	8.5602	8.8029	9.0456	9.2196	37
642			4.7453	0.735800	0.3996											50	1100	95	33		136	69.1039	68.7193	68.3875	68.0837	67.8002	68.5146	68.7967	69.0970	69.4217	69.8008	69.1039	13.8134	12.6794	11.5245	10.3679	9.2208	9.0443	10.1862	11.3294	12.4595	13.5771	13.8134	37
643			2.4473	0.735800	0.5245											145	1100	49	33		136	69.9943	69.7413	69.5092	69.2981	69.1037	69.8010	69.9930	70.1975	70.4195	70.6664	69.9943	16.1277	15.5598	14.9764	14.3890	13.8128	13.5777	14.1470	14.7159	15.2740	15.8283	16.1277	37
644			2.2371	0.735800	0.4746											194	1100	45	33		136	70.8825	70.7296	70.5123	70.2488	70.0005	70.6601	70.9032	71.1726	71.4201	71.5870	70.8825	18.1233	17.6159	17.1355	16.6434	16.1410	15.8150	16.3067	16.8099	17.3570	17.9111	18.1233	37
645			1.6356	0.735800	0.6244											239	1100	33	33		136	70.2988	70.5833	70.7922	70.8408	70.8678	71.6018	71.5719	71.4776	71.1186	70.8330	70.2988	19.1663	18.8658	18.6435	18.3750	17.9913	18.0430	18.4666	18.9887	19.3707	19.6723	19.1663	37
646			1.6977	0.735800	0.3996											272	1100	34	33		136	69.1357	69.4139	69.6913	70.0034	70.3125	70.8193	70.5200	70.2390	69.9759	69.6920	69.1357	20.4228	20.1013	19.7652	19.4462	19.1526	19.6860	19.9704	20.2575	20.5764	20.9044	20.4228	37
647			2.5975	0.735800	0.6827											306	1100	52	33		136	67.3739	67.8238	68.2622	68.7104	69.1421	69.6855	69.2483	68.7997	68.3608	67.9051	67.3739	22.3059	21.8365	21.3579	20.8884	20.4155	20.9116	21.3905	21.8604	22.3396	22.8151	22.3059	37
648			3.7960	0.735800	0.5245											358	1100	76	33		136	64.9918	65.5246	66.0963	66.7092	67.3743	67.9048	67.2613	66.6790	66.1279	65.6046	64.9918	25.3342	24.5325	23.7536	22.9974	22.3055	22.8154	23.4849	24.2032	24.9540	25.7415	25.3342	37
649			2.0279	0.735800	0.7993											434	1100	41	33		136	63.7886	64.0984	64.4073	64.7106	64.9993	65.5970	65.3033	64.9932	64.6826	64.3729	63.7886	26.9358	26.5312	26.1277	25.7254	25.3233	25.7524	26.1615	26.5729	26.9785	27.3831	26.9358	37
650			1.3936	0.642800	1.0490											505	1100	28	33		137	69.4012	69.6270	69.8463	70.0578	70.2695	70.7767	70.5650	70.3469	70.1184	69.8903	69.4012	18.7313	18.4666	18.2036	17.9319	17.6599	18.0547	18.3267	18.6069	18.8810	19.1484	18.7313	37
651			2.0479	0.642800	0.9158											533	1100	41	33		137	68.0415	68.3880	68.7407	69.0751	69.4015	69.8901	69.5607	69.2155	68.8606	68.5199	68.0415	20.2513	19.8652	19.4927	19.1127	18.7310	19.1487	19.5339	19.9262	20.3009	20.6806	20.2513	37
652			1.8981	0.642800	0.7993											574	1100	38	33		137	66.7315	67.0666	67.4007	67.7318	68.0432	68.5181	68.1969	67.8573	67.5260	67.1920	66.7315	21.6063	21.2622	20.9224	20.5908	20.2494	20.6826	21.0347	21.3748	21.7117	22.0548	21.6063	37
653			2.1174	0.642800	0.5994											612	1100	43	33		137	65.3649	65.6812	66.0101	66.3604	66.7288	67.1947	66.8403	66.5119	66.1965	65.8854	65.3649	23.2807	22.8445	22.4155	21.9966	21.6091	22.0520	22.4247	22.8174	23.2287	23.6580	23.2807	37
654			2.8421	0.745700	0.5495											685	1100	57	33		138	93.4886	93.3408	93.1735	93.0085	92.8564	93.5846	93.7355	93.8986	94.0678	94.2179	93.4886	32.7655	32.0725	31.3873	30.6880	29.9974	29.8370	30.5221	31.2132	31.9062	32.6100	32.7655	37
655			3.4865	0.745700	0.8492											742	1100	70	33		138	93.9188	93.8217	93.7386	93.6329	93.4859	94.2205	94.3707	94.4799	94.5634	94.6600	93.9188	36.1867	35.3150	34.4471	33.5941	32.7519	32.6237	33.4840	34.3657	35.2382	36.1041	36.1867	37
656			2.0930	0.660400	0.6827											842	1100	42	33		139	92.6052	92.5459	92.4704	92.3978	92.3278	92.9822	93.0520	93.1242	93.2009	93.2613	92.6052	33.4157	32.8997	32.3847	31.8635	31.3481	31.2592	31.7735	32.2912	32.8141	33.3403	33.4157	37
657			2.5722	0.660400	0.4496											884	1100	52	33		139	93.0682	92.9141	92.7870	92.6859	92.6056	93.2609	93.3399	93.4375	93.5593	93.7099	93.0682	35.9852	35.3519	34.7063	34.0584	33.4191	33.3369	33.9663	34.5915	35.2100	35.8290	35.9852	37
658			8.1832	0.878600												966	1100	165	33		140	33.9307	33.5767	33.2375	32.8767	32.2961	33.1375	33.7324	34.1030	34.4426	34.7961	33.9307	40.1359	38.1171	36.0996	34.1138	32.1818	31.9289	33.9082	35.9483	37.9684	39.9842	40.1359	37
659			3.1915	0.905100	0.4496											30	1150	64	33		141	77.5517	77.8386	78.1169	78.3586	78.5780	79.4472	79.2237	78.9710	78.6842	78.3961	77.5517	39.0774	38.3331	37.5968	36.8541	36.0983	36.3507	37.1204	37.8969	38.6559	39.4030	39.0774	37
660			1.0340	0.905100	0.6994											94	1150	21	33		141	77.1770	77.2685	77.3612	77.4581	77.5542	78.3935	78.2990	78.2059	78.1156	78.0241	77.1770	40.0450	39.8019	39.5557	39.3090	39.0708	39.4095	39.6439	39.8806	40.1207	40.3638	40.0450	37
661			1.3438	0.859500												145	1150	27	33		142	39.2200	39.2065	39.1987	39.1909	39.1834	40.0427	40.0502	40.0580	40.0656	40.0789	39.2200	42.3721	42.0291	41.6910	41.3514	41.0217	41.0020	41.3316	41.6712	42.0023	42.3382	42.3721	37
662			3.5960	0.859500	0.4662											172	1150	72	33		142	39.7077	39.5442	39.4086	39.2881	39.2209	40.0780	40.1434	40.2596	40.3922	40.5532	39.7077	45.9933	45.0973	44.1979	43.2906	42.3870	42.3233	43.2021	44.0772	44.9560	45.8390	45.9933	37
663			3.8410	0.849200	0.5495											274	1150	77	33		143	51.6759	51.4239	51.1492	50.9264	50.7059	51.5320	51.7529	51.9703	52.2408	52.4953	51.6759	50.0600	49.1344	48.2081	47.2581	46.3305	46.1340	47.0629	47.9902	48.9021	49.8370	50.0600	37
664			0.7493	0.849200												351	1150	15	33		143	51.8504	51.8145	51.7704	51.7218	51.6754	52.4958	52.5422	52.5918	52.6422	52.6824	51.8504	50.7605	50.5849	50.4133	50.2319	50.0581	49.8388	50.0125	50.1978	50.3939	50.5902	50.7605	37
665			1.9980	0.849200	0.4329											366	1150	40	33		143	52.1569	52.0828	52.0143	51.9469	51.8504	52.6824	52.7842	52.8554	52.9234	52.9969	52.1569	52.7105	52.2094	51.7129	51.2320	50.7605	50.5902	51.0878	51.5960	52.0892	52.5863	52.7105	37
666			1.4486	0.849200	0.6744											406	1150	29	33		143	52.4448	52.3633	52.2844	52.2190	52.1585	52.9953	53.0554	53.1178	53.1924	53.2728	52.4448	54.1632	53.8051	53.4388	53.0712	52.7206	52.5762	52.9246	53.2750	53.6215	53.9746	54.1632	37
667			0.7393	0.849200	0.8242											435	1150	15	33		143	52.6041	52.5632	52.5234	52.4838	52.4446	53.2730	53.3127	53.3527	53.3925	53.4333	52.6041	54.8821	54.6967	54.5162	54.3366	54.1621	53.9757	54.1520	54.3334	54.5139	54.6993	54.8821	37
668			6.5876	0.807900	0.5994											480	1150	132	33		144	35.1260	35.3139	35.3903	35.5352	35.6536	36.4594	36.3405	36.1965	36.1196	35.9286	35.1260	59.7619	58.1388	56.4981	54.8510	53.2150	53.2733	54.9156	56.5523	58.2041	59.8548	59.7619	37
669			2.8969	0.807900	0.9158											612	1150	58	33		144	34.8092	34.8609	34.9447	35.0313	35.1269	35.9277	35.8329	35.7471	35.6655	35.6151	34.8092	62.6589	61.9228	61.1933	60.4705	59.7549	59.8619	60.5720	61.2875	61.9972	62.7155	62.6589	37
670			3.3959	0.807900	0.4995											670	1150	68	33		144	35.2147	35.0250	34.8863	34.8081	34.8082	35.6161	35.6160	35.6885	35.8187	36.0030	35.2147	66.1368	65.2912	64.4265	63.5490	62.6872	62.6873	63.5131	64.3266	65.1387	65.9599	66.1368	37
671			3.2952	0.807900	0.5245											738	1150	66	33		144	36.1508	35.9692	35.7234	35.4462	35.2201	35.9976	36.2166	36.4889	36.7488	36.9382	36.1508	69.2952	68.5047	67.7427	66.9586	66.1582	65.9385	66.7139	67.4840	68.2899	69.1144	69.2952	37
672			8.6229	0.807900	0.7826											804	1150	175	33		144	31.1188	33.2315	35.0945	36.1978	36.1407	36.9482	37.0132	35.6086	33.4437	31.2434	31.1188	73.7990	73.4695	72.7395	71.2260	69.2163	69.1933	71.4789	73.4057	74.2541	74.5973	73.7990	37
673			3.1919	0.825500	0.8492											30	1200	64	33		145	66.3616	66.2574	66.1832	66.1090	66.0041	66.8223	66.9293	67.0052	67.0781	67.1803	66.3616	59.2738	58.4736	57.6705	56.8834	56.1044	55.9942	56.7895	57.5938	58.3823	59.1672	59.2738	37
674			5.6383	0.825500	0.7993											94	1200	113	33		145	67.6348	67.3248	66.9005	66.5863	66.3633	67.1786	67.3976	67.6986	68.1222	68.4396	67.6348	64.7989	63.4418	62.0925	60.6842	59.2855	59.1555	60.5291	61.8784	63.2257	64.6150	64.7989	37
675			3.7459	0.825500	0.6244											207	1200	75	33		145	68.3888	68.1924	67.9698	67.7721	67.6292	68.4452	68.5846	68.7749	68.9971	69.1958	68.3888	68.4609	67.5486	66.6354	65.6992	64.7697	64.6442	65.5511	66.4523	67.3640	68.2872	68.4609	37
676			2.5973	0.825500	0.6827											282	1200	52	33		145	68.8012	68.7111	68.6208	68.5118	68.3874	69.1972	69.3235	69.4363	69.5286	69.6189	68.8012	70.9937	70.3461	69.7100	69.0816	68.4543	68.2938	68.9308	69.5814	70.2312	70.8799	70.9937	37
677			1.3238	0.825500	0.4995											334	1200	27	33		145	68.9734	68.9271	68.8810	68.8395	68.8003	69.6198	69.6589	69.6996	69.7447	69.7910	68.9734	72.3064	71.9749	71.6452	71.3094	70.9866	70.8870	71.2089	71.5374	71.8607	72.1922	72.3064	37
678			1.5436	0.866400	0.2747											391	1200	31	33		146	10.4600	10.2581	10.0587	9.8563	9.6589	10.3991	10.5965	10.7991	10.9989	11.2009	10.4600	60.1146	59.7815	59.4530	59.1203	58.7960	58.3457	58.6700	59.0031	59.3321	59.6654	60.1146	37
679			2.5970	0.866400	0.6494											422	1200	52	33		146	11.7689	11.4627	11.1428	10.8090	10.4651	11.1959	11.5442	11.8873	12.2192	12.5321	11.7689	62.3304	61.7606	61.2093	60.6628	60.1227	59.6574	60.2043	60.7660	61.3380	61.9203	62.3304	37
680			2.8959	0.866400	0.4496											474	1200	58	33		146	12.6216	12.4554	12.2915	12.0484	11.7562	12.5448	12.8482	13.1206	13.2982	13.4651	12.6216	64.9684	64.2600	63.5844	62.9471	62.3048	61.9460	62.6130	63.3268	64.0589	64.7706	64.9684	37
681			0.7293	0.866400	0.3996											532	1200	15	33		146	12.8152	12.7670	12.7188	12.6707	12.6251	13.4616	13.5071	13.5553	13.6035	13.6517	12.8152	65.6865	65.5081	65.3296	65.1512	64.9824	64.7566	64.9254	65.1038	65.2823	65.4607	65.6865	37
682			2.8423	0.736100	0.4995											577	1200	57	33		147	89.2444	89.1866	89.1113	89.0217	88.9342	89.6645	89.7520	89.8424	89.9195	89.9781	89.2444	71.4686	70.7615	70.0645	69.3589	68.6597	68.5683	69.2668	69.9785	70.6919	71.4086	71.4686	37
683			3.3718	0.736100	0.5661											634	1200	68	33		147	89.3794	89.3604	89.3259	89.2958	89.2439	89.9786	90.0311	90.0614	90.0961	90.1153	89.3794	74.8157	73.9750	73.1340	72.2942	71.4615	71.4157	72.2582	73.1057	73.9516	74.7990	74.8157	37
684			3.3418	0.774200	0.5245											732	1200	67	33		148	89.8673	89.7442	89.6397	89.5271	89.4028	90.1681	90.2933	90.4073	90.5113	90.6332	89.8673	78.3861	77.5519	76.7221	75.8955	75.0787	74.9623	75.7850	76.6215	77.4470	78.2731	78.3861	37
685			2.3727	0.774200	0.5245											799	1200	48	33		148	90.2277	90.1515	90.0661	89.9656	89.8684	90.6320	90.7289	90.8307	90.9183	90.9954	90.2277	80.7243	80.1380	79.5579	78.9758	78.3933	78.2659	78.8462	79.4357	80.0318	80.6244	80.7243	37
686			2.8923	0.892400	0.8659											877	1200	58	33		149	43.1806	43.0873	43.0135	42.9429	42.8683	43.7559	43.8308	43.9015	43.9739	44.0656	43.1806	85.5177	84.7933	84.0659	83.3457	82.6317	82.5390	83.2558	83.9774	84.6913	85.4036	85.5177	37
687			3.2018	0.892400	1.2488											935	1200	65	33		149	43.2904	43.2923	43.2879	43.2403	43.1783	44.0679	44.1305	44.1801	44.1846	44.1828	43.2904	88.6574	87.8549	87.0697	86.2832	85.4956	85.4256	86.2212	87.0403	87.8535	88.6595	88.6574	37
688			3.3914	0.897000	0.7660											1030	1200	68	33		150	6.0733	5.8959	5.7505	5.6608	5.5792	6.4720	6.5533	6.6397	6.7773	6.9509	6.0733	94.8302	93.9904	93.1305	92.2701	91.4281	91.3417	92.1803	93.0091	93.8229	94.6449	94.8302	37
689			3.3268	0.897000	0.5245											1098	1200	67	33		150	6.7485	6.6063	6.4561	6.2771	6.0772	6.9470	7.1498	7.3350	7.4891	7.6323	6.7485	98.0697	97.2503	96.4407	95.6405	94.8471	94.6280	95.4331	96.2609	97.0918	97.9163	98.0697	37
690			1.3937	0.769200	0.3996											30	1250	28	33		151	49.7459	49.7020	49.6554	49.6085	49.5623	50.3245	50.3707	50.4176	50.4647	50.5089	49.7459	4.8183	4.4730	4.1281	3.7815	3.4400	3.3369	3.6784	4.0249	4.3730	4.7215	4.8183	41
691			3.6457	0.769200	0.4995											58	1250	73	33		151	49.7249	49.8048	49.8359	49.8168	49.7441	50.5107	50.5853	50.6053	50.5727	50.4910	49.7249	8.3743	7.4742	6.5818	5.6907	4.8012	4.7385	5.6511	6.5870	7.5216	8.4423	8.3743	41
692			0.5245	0.769200												131	1250	11	33		151	49.6657	49.6812	49.6961	49.7116	49.7259	50.4900	50.4756	50.4602	50.4452	50.4298	49.6657	8.8852	8.7512	8.6222	8.4882	8.3641	8.4524	8.5765	8.7105	8.8395	8.9735	8.8852	41
693			4.2953	0.709400	0.3497											172	1250	87	33		152	51.0164	50.8915	50.8402	50.7347	50.6043	51.3084	51.4398	51.5479	51.5989	51.7211	51.0164	12.4313	11.3477	10.2727	9.2174	8.1605	8.0736	9.1387	10.2205	11.2901	12.3501	12.4313	41
694			2.3927	0.673300	1.0241											289	1250	48	33		153	49.9756	49.9361	49.8769	49.8403	49.8044	50.4764	50.5123	50.5482	50.6071	50.6474	49.9756	11.6637	11.0711	10.4735	9.8688	9.2754	9.2347	9.8281	10.4200	11.0155	11.6189	11.6637	41
695			2.8122	0.673300	1.0990											337	1250	57	33		153	50.0904	50.0479	50.0196	50.0015	49.9751	50.6479	50.6745	50.6925	50.7204	50.7625	50.0904	14.4712	13.7647	13.0552	12.3507	11.6540	11.6285	12.3294	13.0331	13.7311	14.4308	14.4712	41
696			3.0416	0.795700												424	1250	61	33		154	50.9930	50.9544	50.9393	50.9021	50.8716	51.6667	51.6971	51.7346	51.7497	51.7878	50.9930	15.7862	15.0172	14.2580	13.4987	12.7433	12.7112	13.4632	14.2306	14.9893	15.7462	15.7862	41
697			3.3219	0.795700	0.6994											485	1250	67	33		154	51.1841	51.1492	51.0936	51.0451	50.9933	51.7875	51.8394	51.8878	51.9438	51.9791	51.1841	19.0992	18.2707	17.4466	16.6129	15.7912	15.7412	16.5647	17.3967	18.2272	19.0657	19.0992	41
698			2.3927	0.859600	0.8992											582	1250	48	33		155	53.2265	53.0745	52.9141	52.7455	52.5668	53.3861	53.5672	53.7399	53.9038	54.0576	53.2265	23.5126	22.9363	22.3656	21.7979	21.2351	20.9750	21.5454	22.1270	22.7104	23.2933	23.5126	41
