baseline,height,x,y,sigma_x,sigma_y,fwhm_x,fwhm_y,fwhm,error_baseline,error_height,error_x,error_y,error_sigma_x,error_sigma_y,error_fwhm_x,error_fwhm_y,error_fwhm,slice
117.590,86.796,156.575,540.609,1.624,1.365,3.824,3.214,3.519,1.217,4.113,0.077,0.064,0.090,0.073,0.212,0.172,0.136,5
101.732,38.419,532.251,549.233,1.261,1.159,2.970,2.729,2.850,1.032,4.543,0.149,0.137,0.164,0.150,0.385,0.354,0.262,5
101.322,34.735,188.905,588.796,1.596,1.353,3.758,3.186,3.472,1.002,2.969,0.136,0.116,0.161,0.138,0.379,0.326,0.250,5
111.577,40.176,54.031,612.783,3.318,1.488,7.814,3.504,5.659,2.216,3.441,0.331,0.115,0.483,0.178,1.137,0.420,0.606,5
102.616,36.852,405.285,624.435,1.116,1.612,2.629,3.796,3.212,1.204,4.440,0.134,0.194,0.153,0.218,0.359,0.512,0.313,5
105.996,40.562,531.749,895.885,1.037,1.319,2.442,3.105,2.774,1.631,7.621,0.195,0.248,0.212,0.269,0.499,0.633,0.403,5
118.087,37.499,556.837,58.092,1.030,1.394,2.426,3.282,2.854,1.274,5.714,0.157,0.213,0.171,0.232,0.404,0.546,0.339,5
97.776,33.999,632.677,84.834,2.340,1.435,5.510,3.380,4.445,0.935,1.806,0.124,0.074,0.162,0.103,0.381,0.243,0.226,5
97.978,33.134,919.442,155.276,2.431,1.435,5.726,3.379,4.552,0.880,1.673,0.123,0.069,0.162,0.098,0.382,0.231,0.223,5
102.027,40.705,685.332,327.889,1.179,1.141,2.775,2.687,2.731,0.845,3.999,0.116,0.112,0.126,0.122,0.296,0.286,0.206,5
103.636,37.415,5.252,365.953,1.404,0.993,3.307,2.339,2.823,0.996,4.582,0.172,0.122,0.187,0.132,0.441,0.310,0.269,5
103.541,41.143,395.459,420.668,4.272,2.011,10.060,4.736,7.398,3.393,3.362,0.304,0.102,0.612,0.236,1.440,0.557,0.772,5
101.047,39.113,791.987,420.812,2.542,2.042,5.986,4.808,5.397,2.510,2.931,0.181,0.134,0.297,0.235,0.699,0.552,0.446,5
101.930,37.807,904.636,439.214,1.336,1.002,3.147,2.359,2.753,0.973,4.634,0.164,0.123,0.177,0.133,0.417,0.313,0.261,5
107.751,33.620,624.220,505.406,1.630,3.102,3.838,7.304,5.571,2.213,2.928,0.124,0.273,0.213,0.423,0.503,0.997,0.558,5
101.371,39.441,21.659,816.110,1.298,1.204,3.058,2.835,2.947,0.913,3.793,0.125,0.116,0.138,0.128,0.325,0.302,0.222,5
104.852,42.847,166.819,896.386,0.997,1.069,2.348,2.518,2.433,0.519,2.950,0.069,0.074,0.073,0.078,0.171,0.184,0.126,5
101.444,35.802,649.067,917.360,1.320,1.400,3.109,3.297,3.203,1.087,3.815,0.141,0.149,0.161,0.170,0.380,0.401,0.276,5
101.192,34.535,545.212,956.966,1.155,1.483,2.719,3.491,3.105,1.103,3.590,0.118,0.156,0.138,0.185,0.324,0.435,0.271,5
85.559,59.901,622.970,106.152,3.922,3.833,9.236,9.026,9.131,15.471,14.240,0.165,0.135,0.872,0.800,2.055,1.885,1.394,5
97.029,31.633,481.955,119.194,1.852,1.958,4.360,4.610,4.485,1.849,2.692,0.152,0.161,0.235,0.244,0.552,0.574,0.398,5
93.723,44.037,600.185,141.844,4.080,2.839,9.608,6.685,8.147,5.977,5.211,0.338,0.135,0.692,0.421,1.630,0.992,0.954,5
100.477,33.939,654.638,148.487,1.182,1.943,2.784,4.575,3.680,1.040,3.099,0.107,0.177,0.128,0.207,0.302,0.487,0.286,5
102.241,39.697,374.588,192.412,1.685,0.982,3.967,2.313,3.140,0.948,3.860,0.163,0.095,0.180,0.107,0.424,0.251,0.246,5
101.865,30.602,751.258,225.210,2.116,1.310,4.983,3.084,4.033,1.423,3.429,0.236,0.144,0.289,0.185,0.680,0.436,0.404,5
102.892,35.018,467.251,270.020,1.124,1.706,2.646,4.018,3.332,0.735,2.550,0.082,0.124,0.094,0.140,0.222,0.330,0.199,5
100.638,34.583,692.807,331.043,1.967,1.280,4.633,3.013,3.823,1.077,2.913,0.166,0.106,0.200,0.131,0.472,0.309,0.282,5
102.650,32.825,347.989,343.415,1.281,1.549,3.017,3.647,3.332,0.951,3.120,0.122,0.147,0.142,0.170,0.334,0.399,0.260,5
101.101,34.342,406.382,358.479,1.292,1.778,3.043,4.186,3.614,0.998,2.856,0.107,0.148,0.129,0.174,0.305,0.410,0.256,5
98.487,31.828,195.510,396.937,2.240,1.675,5.275,3.944,4.610,1.406,2.134,0.147,0.107,0.211,0.167,0.498,0.392,0.317,5
102.090,35.233,270.999,404.178,1.097,1.296,2.584,3.052,2.818,0.858,3.871,0.121,0.142,0.132,0.156,0.310,0.366,0.240,5
101.173,33.692,611.747,407.259,1.687,1.143,3.973,2.691,3.332,0.830,2.860,0.143,0.097,0.162,0.112,0.382,0.263,0.232,5
98.717,30.118,758.120,410.015,1.271,2.232,2.992,5.255,4.124,1.389,3.368,0.139,0.248,0.178,0.304,0.420,0.716,0.415,5
108.431,34.854,592.375,488.109,3.843,1.853,9.050,4.364,6.707,3.115,3.618,0.516,0.155,0.772,0.280,1.818,0.660,0.967,5
102.228,35.786,340.877,504.968,1.033,1.553,2.433,3.656,3.045,0.999,4.087,0.118,0.177,0.131,0.196,0.308,0.461,0.277,5
115.213,33.638,393.522,576.762,1.218,2.857,2.867,6.727,4.797,1.265,2.916,0.099,0.254,0.129,0.342,0.304,0.805,0.430,5
99.420,40.410,825.164,575.883,2.961,4.240,6.972,9.984,8.478,7.923,7.023,0.190,0.356,0.629,0.892,1.481,2.100,1.285,5
108.962,30.452,319.011,589.760,1.302,1.906,3.066,4.488,3.777,1.343,3.537,0.150,0.221,0.187,0.264,0.440,0.622,0.381,5
104.509,35.033,659.709,590.291,1.179,1.326,2.777,3.121,2.949,0.872,3.615,0.122,0.137,0.135,0.151,0.318,0.356,0.239,5
112.031,40.565,54.802,612.760,3.624,1.429,8.533,3.364,5.948,1.855,3.258,0.751,0.114,0.725,0.159,1.708,0.375,0.875,5
103.154,31.594,860.661,620.687,1.892,2.642,4.455,6.221,5.338,2.570,2.881,0.147,0.223,0.276,0.372,0.650,0.875,0.545,5
103.722,34.023,87.149,635.029,1.142,1.501,2.688,3.535,3.112,0.836,3.187,0.107,0.141,0.121,0.157,0.284,0.370,0.233,5
101.100,33.093,79.580,707.004,1.724,1.336,4.059,3.146,3.603,0.932,2.635,0.137,0.106,0.163,0.129,0.383,0.303,0.244,5
99.651,31.283,17.125,725.714,2.005,1.309,4.722,3.082,3.902,1.048,2.627,0.168,0.109,0.203,0.138,0.477,0.324,0.288,5
99.926,32.030,331.909,755.584,1.729,1.497,4.072,3.525,3.799,1.081,2.574,0.138,0.120,0.173,0.153,0.408,0.360,0.272,5
104.344,37.686,249.330,843.601,1.258,1.123,2.961,2.644,2.803,0.910,4.134,0.138,0.123,0.150,0.135,0.354,0.317,0.238,5
100.877,33.014,459.949,864.061,1.517,1.201,3.572,2.829,3.200,0.908,3.250,0.149,0.118,0.169,0.135,0.398,0.318,0.255,5
101.863,31.970,644.865,876.353,1.530,1.446,3.602,3.405,3.503,1.164,3.339,0.160,0.151,0.191,0.181,0.450,0.427,0.310,5
109.683,33.336,495.994,884.130,1.175,1.527,2.766,3.597,3.181,0.893,3.256,0.115,0.149,0.131,0.168,0.308,0.396,0.251,5
119.274,51.439,546.389,890.909,1.498,1.628,3.529,3.833,3.681,1.292,3.860,0.112,0.121,0.133,0.142,0.312,0.334,0.229,5
99.851,32.255,805.194,915.816,1.707,1.986,4.019,4.676,4.348,1.600,2.621,0.135,0.158,0.200,0.224,0.471,0.527,0.354,5
97.006,32.094,839.615,0.214,2.743,1.207,6.459,2.842,4.651,1.711,2.851,0.247,0.274,0.338,0.290,0.797,0.682,0.524,5
99.524,30.671,633.337,54.740,1.880,2.192,4.427,5.162,4.795,2.098,2.673,0.152,0.179,0.256,0.285,0.602,0.670,0.450,5
101.386,29.625,951.999,56.164,1.619,1.486,3.813,3.499,3.656,0.978,2.520,0.137,0.126,0.169,0.157,0.398,0.370,0.272,5
105.654,34.477,283.986,94.085,1.304,1.056,3.070,2.486,2.778,0.930,4.319,0.163,0.132,0.178,0.144,0.418,0.338,0.269,5
101.934,33.654,537.242,99.386,0.988,1.927,2.327,4.537,3.432,0.942,3.448,0.100,0.197,0.114,0.221,0.269,0.521,0.293,5
104.937,38.809,124.153,139.052,0.986,1.056,2.323,2.488,2.405,0.820,4.737,0.121,0.129,0.127,0.136,0.299,0.321,0.219,5
108.812,84.935,661.857,175.620,2.087,2.200,4.915,5.182,5.048,1.718,2.944,0.071,0.117,0.094,0.149,0.221,0.352,0.208,5
95.422,71.002,942.682,181.013,3.376,2.157,7.951,5.079,6.515,2.315,2.952,0.193,0.094,0.258,0.149,0.609,0.350,0.351,5
106.094,30.755,811.868,236.950,1.415,1.582,3.331,3.726,3.529,1.084,3.061,0.141,0.157,0.171,0.189,0.402,0.444,0.300,5
98.562,31.476,392.132,239.487,1.426,2.165,3.358,5.097,4.228,1.105,2.304,0.102,0.158,0.138,0.202,0.326,0.477,0.289,5
103.167,36.908,107.748,241.390,1.137,1.166,2.677,2.747,2.712,0.919,4.400,0.136,0.139,0.147,0.151,0.346,0.355,0.248,5
101.547,32.272,295.467,301.858,1.184,1.520,2.788,3.578,3.183,1.221,4.442,0.163,0.209,0.185,0.236,0.437,0.556,0.353,5
98.774,31.849,766.202,333.652,2.123,1.606,5.000,3.783,4.391,1.439,2.468,0.162,0.121,0.221,0.177,0.520,0.417,0.333,5
100.106,31.133,652.453,341.304,1.783,1.410,4.198,3.320,3.759,1.130,2.859,0.163,0.129,0.199,0.162,0.469,0.381,0.302,5
102.281,29.412,541.957,364.799,1.248,1.903,2.940,4.480,3.710,1.114,3.113,0.131,0.201,0.160,0.237,0.378,0.558,0.337,5
103.026,35.570,450.638,377.336,1.075,1.651,2.531,3.888,3.209,0.770,2.889,0.087,0.134,0.099,0.149,0.233,0.352,0.211,5
100.078,31.068,491.377,400.410,1.251,2.138,2.946,5.036,3.991,0.959,2.468,0.098,0.170,0.122,0.205,0.288,0.483,0.281,5
102.764,32.440,667.792,401.704,1.408,1.370,3.315,3.225,3.270,0.892,2.989,0.130,0.126,0.150,0.146,0.353,0.344,0.246,5
98.550,30.902,156.693,414.911,1.555,2.051,3.661,4.830,4.245,1.701,3.286,0.162,0.215,0.223,0.282,0.525,0.663,0.423,5
101.745,30.793,130.710,417.211,1.558,1.412,3.670,3.326,3.498,0.939,2.715,0.137,0.124,0.164,0.150,0.385,0.353,0.261,5
112.638,30.783,318.331,430.636,1.402,3.050,3.302,7.182,5.242,1.588,2.828,0.118,0.289,0.172,0.418,0.405,0.985,0.532,5
97.252,31.295,405.368,454.959,2.181,2.025,5.136,4.769,4.953,2.039,2.771,0.181,0.170,0.278,0.268,0.655,0.632,0.455,5
101.242,32.180,943.752,478.451,1.771,1.150,4.171,2.708,3.440,0.948,3.116,0.171,0.111,0.195,0.130,0.460,0.305,0.276,5
95.415,49.132,478.607,482.912,2.934,3.568,6.909,8.402,7.655,4.765,4.166,0.133,0.175,0.352,0.403,0.830,0.950,0.631,5
112.332,31.920,332.087,488.332,1.612,3.111,3.795,7.325,5.560,2.176,2.905,0.127,0.279,0.220,0.437,0.519,1.030,0.577,5
113.977,69.355,576.567,501.535,3.196,1.551,7.527,3.653,5.590,2.483,4.484,0.269,0.094,0.353,0.128,0.831,0.301,0.442,5
117.549,51.695,421.476,504.420,2.669,1.447,6.286,3.407,4.846,1.833,3.804,0.345,0.107,0.388,0.138,0.914,0.326,0.485,5
99.078,31.789,594.053,525.219,1.388,1.162,3.268,2.736,3.002,1.066,4.294,0.187,0.157,0.208,0.175,0.491,0.412,0.320,5
110.261,33.299,137.863,558.674,1.348,2.254,3.174,5.307,4.241,1.721,4.193,0.166,0.322,0.209,0.409,0.491,0.963,0.540,5
98.192,45.584,118.301,566.425,4.000,2.843,9.419,6.695,8.057,9.315,8.166,0.310,0.147,0.869,0.584,2.046,1.376,1.233,5
123.246,31.115,889.662,566.841,1.469,1.950,3.460,4.591,4.026,1.042,2.347,0.109,0.147,0.142,0.186,0.335,0.439,0.276,5
99.600,31.793,662.083,571.959,1.176,2.189,2.769,5.154,3.962,0.849,2.328,0.085,0.160,0.104,0.190,0.245,0.448,0.255,5
97.232,44.422,100.037,586.728,2.829,3.249,6.662,7.650,7.156,5.336,4.631,0.156,0.209,0.409,0.487,0.964,1.148,0.749,5
101.899,36.667,848.377,588.903,1.320,1.076,3.109,2.535,2.822,1.080,4.885,0.176,0.143,0.192,0.156,0.452,0.368,0.292,5
115.332,30.443,388.177,592.786,1.408,1.771,3.315,4.169,3.742,1.945,4.908,0.226,0.285,0.285,0.348,0.670,0.819,0.529,5
115.223,32.357,367.826,596.193,2.271,1.717,5.349,4.044,4.696,2.180,3.082,0.208,0.154,0.308,0.250,0.725,0.588,0.467,5
100.322,32.030,814.578,596.388,1.824,1.340,4.295,3.155,3.725,0.861,2.308,0.131,0.096,0.157,0.118,0.371,0.279,0.232,5
102.427,47.877,46.584,605.977,4.412,1.974,10.389,4.650,7.519,2.494,3.219,0.862,0.103,0.780,0.181,1.836,0.426,0.942,5
98.091,31.674,468.275,608.878,1.624,1.665,3.825,3.920,3.873,1.544,3.602,0.183,0.189,0.233,0.238,0.548,0.561,0.392,5
105.528,84.768,871.925,620.336,1.686,2.028,3.971,4.775,4.373,1.695,4.020,0.081,0.097,0.104,0.123,0.245,0.289,0.190,5
102.070,32.461,200.029,644.687,1.482,1.204,3.490,2.836,3.163,0.781,2.853,0.130,0.106,0.147,0.120,0.347,0.284,0.224,5
102.753,33.290,516.320,650.832,1.473,1.358,3.468,3.197,3.332,0.932,3.049,0.135,0.124,0.156,0.144,0.368,0.339,0.250,5
102.470,29.834,745.919,683.266,1.452,1.475,3.419,3.474,3.446,1.051,3.123,0.152,0.154,0.181,0.184,0.426,0.432,0.304,5
104.519,32.654,163.069,703.848,1.311,1.362,3.087,3.208,3.147,1.061,3.850,0.155,0.161,0.176,0.183,0.414,0.430,0.299,5
101.877,31.953,340.142,708.261,1.180,1.515,2.780,3.567,3.174,0.970,3.548,0.131,0.168,0.149,0.190,0.351,0.446,0.284,5
103.353,32.290,807.683,760.857,1.347,1.654,3.172,3.894,3.533,1.203,3.492,0.145,0.179,0.174,0.211,0.411,0.497,0.322,5
99.991,31.284,69.806,793.479,1.276,2.490,3.006,5.863,4.435,1.172,2.674,0.105,0.216,0.137,0.275,0.324,0.648,0.362,5
100.682,31.827,385.587,843.136,1.354,1.235,3.188,2.908,3.048,0.905,3.529,0.150,0.137,0.168,0.154,0.395,0.362,0.268,5
104.987,34.944,764.816,853.147,1.090,1.364,2.567,3.211,2.889,0.807,3.507,0.109,0.137,0.120,0.150,0.283,0.354,0.227,5
102.608,31.777,41.688,855.034,1.870,1.184,4.403,2.788,3.596,1.166,3.547,0.208,0.131,0.241,0.157,0.568,0.369,0.339,5
102.764,30.875,718.618,858.756,1.341,1.505,3.158,3.544,3.351,1.004,3.214,0.140,0.157,0.163,0.182,0.385,0.429,0.288,5
101.619,37.191,894.617,906.317,1.272,1.101,2.995,2.592,2.794,0.887,4.069,0.139,0.120,0.151,0.131,0.356,0.309,0.236,5
99.922,31.964,7.836,958.520,1.086,0.920,2.558,2.167,2.362,1.113,5.009,0.160,0.185,0.174,0.240,0.409,0.564,0.349,5
102.443,214.893,135.550,147.866,1.751,1.654,4.122,3.894,4.008,1.961,4.037,0.033,0.031,0.043,0.041,0.101,0.097,0.070,6
108.022,209.246,830.384,440.341,1.437,1.552,3.383,3.654,3.518,1.412,4.036,0.028,0.030,0.033,0.036,0.078,0.084,0.058,6
105.181,195.858,814.780,272.140,1.724,1.397,4.059,3.289,3.674,2.072,5.432,0.048,0.039,0.058,0.048,0.136,0.113,0.089,6
105.151,189.822,489.164,450.486,1.700,1.512,4.003,3.561,3.782,1.782,4.287,0.038,0.034,0.048,0.043,0.113,0.102,0.076,6
109.109,171.651,886.832,272.664,1.425,1.289,3.356,3.035,3.195,1.174,4.148,0.034,0.031,0.039,0.036,0.093,0.084,0.062,6
113.355,155.948,626.183,394.177,1.434,1.358,3.377,3.199,3.288,1.568,5.192,0.048,0.045,0.055,0.053,0.130,0.124,0.090,6
111.771,147.133,575.142,500.985,1.405,1.369,3.309,3.225,3.267,1.172,3.925,0.037,0.037,0.043,0.042,0.102,0.100,0.071,6
110.368,130.649,942.878,142.578,1.569,1.582,3.694,3.725,3.710,1.928,4.806,0.058,0.058,0.072,0.072,0.169,0.170,0.120,6
109.685,134.144,446.636,536.586,1.501,1.421,3.535,3.345,3.440,1.326,3.993,0.045,0.042,0.053,0.050,0.124,0.118,0.086,6
106.965,112.852,900.353,189.029,1.928,1.794,4.540,4.224,4.382,2.371,3.738,0.062,0.058,0.091,0.086,0.214,0.203,0.147,6
101.704,108.819,636.062,201.040,1.630,1.470,3.838,3.462,3.650,1.076,2.790,0.042,0.038,0.051,0.047,0.121,0.110,0.082,6
103.659,100.688,788.544,422.806,1.455,1.515,3.426,3.569,3.497,1.159,3.347,0.048,0.050,0.058,0.060,0.136,0.142,0.098,6
112.405,88.124,64.132,586.007,1.856,1.669,4.371,3.930,4.151,2.677,4.903,0.102,0.092,0.140,0.129,0.329,0.303,0.224,6
113.660,88.613,611.153,478.846,1.818,1.688,4.281,3.976,4.128,1.609,2.982,0.060,0.056,0.083,0.078,0.195,0.184,0.134,6
112.405,90.800,822.927,573.478,1.959,1.736,4.614,4.089,4.351,2.149,3.571,0.075,0.067,0.106,0.097,0.250,0.229,0.169,6
108.857,84.860,12.322,401.227,1.681,1.528,3.959,3.597,3.778,1.631,3.900,0.077,0.070,0.097,0.089,0.227,0.210,0.155,6
109.329,87.287,662.526,178.909,2.192,1.718,5.163,4.045,4.604,3.406,5.058,0.124,0.095,0.181,0.148,0.426,0.350,0.275,6
105.974,82.117,948.248,616.286,2.094,1.793,4.930,4.223,4.577,2.683,3.849,0.095,0.080,0.141,0.127,0.333,0.298,0.223,6
92.153,86.711,889.527,587.594,2.905,2.258,6.841,5.318,6.080,4.417,4.029,0.095,0.069,0.199,0.164,0.469,0.386,0.304,6
114.789,86.760,313.904,555.835,1.299,1.142,3.058,2.689,2.874,1.130,4.913,0.074,0.065,0.081,0.071,0.190,0.168,0.127,6
114.014,74.793,421.513,502.150,1.553,1.576,3.657,3.710,3.683,1.635,4.165,0.086,0.087,0.107,0.108,0.252,0.255,0.179,6
114.363,70.210,632.983,128.924,1.742,1.734,4.103,4.083,4.093,2.207,4.148,0.102,0.101,0.140,0.139,0.330,0.328,0.233,6
106.801,67.483,876.264,615.450,1.953,1.909,4.598,4.495,4.547,2.893,4.178,0.116,0.114,0.177,0.175,0.417,0.411,0.293,6
120.188,72.862,915.592,187.296,1.617,1.705,3.808,4.014,3.911,1.333,2.912,0.064,0.068,0.084,0.088,0.197,0.206,0.143,6
106.115,70.546,878.743,277.907,2.152,1.330,5.067,3.131,4.099,1.521,3.532,0.107,0.065,0.132,0.085,0.312,0.200,0.185,6
109.895,72.992,133.451,562.418,1.950,1.781,4.591,4.195,4.393,1.680,2.725,0.071,0.065,0.102,0.095,0.240,0.223,0.164,6
103.504,73.994,622.197,503.563,2.118,2.193,4.988,5.164,5.076,2.664,2.896,0.072,0.076,0.132,0.136,0.311,0.321,0.224,6
117.428,69.720,442.001,553.548,1.706,1.577,4.018,3.715,3.866,1.696,3.843,0.094,0.086,0.119,0.111,0.281,0.263,0.192,6
97.581,83.577,558.829,886.566,2.693,2.849,6.341,6.709,6.525,6.431,5.855,0.134,0.169,0.280,0.338,0.660,0.796,0.517,6
105.295,68.144,116.930,142.531,2.442,1.896,5.750,4.466,5.108,3.301,3.891,0.126,0.096,0.206,0.172,0.485,0.404,0.316,6
108.946,208.890,135.532,147.901,1.712,1.608,4.032,3.787,3.909,1.729,4.999,0.041,0.039,0.049,0.047,0.115,0.112,0.080,6
116.654,66.544,616.068,341.880,1.618,1.425,3.809,3.356,3.583,1.403,3.826,0.093,0.082,0.112,0.100,0.264,0.236,0.177,6
104.792,71.353,53.544,615.581,1.462,2.257,3.443,5.315,4.379,1.525,2.996,0.059,0.094,0.082,0.123,0.194,0.289,0.174,6
96.341,73.850,521.156,491.442,3.315,2.458,7.806,5.788,6.797,7.539,6.575,0.200,0.116,0.440,0.314,1.036,0.739,0.636,6
113.427,65.249,113.829,602.858,1.254,1.453,2.953,3.421,3.187,1.925,6.866,0.132,0.153,0.151,0.174,0.355,0.409,0.271,6
112.709,67.639,425.387,463.647,2.099,2.373,4.943,5.588,5.265,2.808,2.982,0.078,0.092,0.148,0.165,0.348,0.388,0.260,6
116.555,59.975,888.769,572.658,1.801,1.906,4.242,4.488,4.365,2.149,3.438,0.101,0.107,0.148,0.155,0.349,0.365,0.252,6
110.364,61.684,467.383,880.360,1.739,1.766,4.095,4.159,4.127,1.600,3.103,0.086,0.088,0.117,0.118,0.275,0.279,0.196,6
106.350,59.545,648.371,208.334,2.372,1.848,5.586,4.352,4.969,1.861,2.285,0.085,0.064,0.135,0.112,0.319,0.264,0.207,6
105.623,64.963,307.937,481.222,2.488,2.255,5.859,5.310,5.584,2.953,2.887,0.092,0.078,0.180,0.157,0.423,0.369,0.281,6
112.340,59.898,414.469,514.027,2.205,2.189,5.193,5.155,5.174,2.791,2.910,0.092,0.090,0.172,0.169,0.406,0.399,0.285,6
110.770,58.912,315.836,542.218,2.007,2.108,4.727,4.964,4.845,2.947,3.499,0.109,0.115,0.188,0.195,0.444,0.458,0.319,6
107.707,62.173,128.860,598.347,2.271,1.916,5.348,4.511,4.930,2.947,3.514,0.118,0.098,0.194,0.173,0.456,0.406,0.305,6
112.899,57.125,642.378,159.072,1.660,1.491,3.909,3.512,3.710,1.231,3.089,0.090,0.080,0.111,0.101,0.261,0.238,0.176,6
102.437,59.004,161.335,525.307,2.596,2.149,6.112,5.060,5.586,3.358,3.238,0.116,0.090,0.225,0.190,0.529,0.448,0.347,6
103.845,57.215,613.811,429.053,1.919,2.528,4.519,5.952,5.235,2.144,2.309,0.065,0.089,0.128,0.155,0.300,0.365,0.236,6
107.989,55.259,101.866,477.741,1.632,2.327,3.844,5.481,4.662,1.824,2.776,0.078,0.114,0.122,0.162,0.287,0.382,0.239,6
109.185,55.526,369.768,601.596,1.859,1.437,4.379,3.383,3.881,1.292,3.031,0.101,0.078,0.125,0.100,0.295,0.236,0.189,6
99.890,78.863,558.962,886.855,2.431,3.650,5.723,8.596,7.160,7.903,7.229,0.122,0.203,0.318,0.454,0.749,1.069,0.653,6
119.382,52.961,750.246,424.006,1.519,1.956,3.577,4.606,4.091,1.602,3.240,0.092,0.119,0.125,0.154,0.295,0.362,0.234,6
109.678,186.992,489.168,450.459,1.632,1.484,3.844,3.494,3.669,1.012,3.247,0.029,0.025,0.034,0.029,0.081,0.069,0.053,6
96.681,140.777,446.619,536.579,1.717,1.619,4.044,3.814,3.929,1.112,3.116,0.038,0.035,0.047,0.043,0.110,0.101,0.075,6
115.853,51.235,627.455,553.495,1.553,1.709,3.657,4.026,3.841,2.020,4.719,0.142,0.157,0.182,0.197,0.428,0.465,0.316,6
105.345,57.172,579.560,177.792,1.765,3.026,4.156,7.126,5.641,2.051,2.510,0.066,0.133,0.118,0.209,0.277,0.492,0.282,6
110.085,208.073,830.394,440.321,1.397,1.556,3.289,3.665,3.477,1.267,4.384,0.029,0.033,0.033,0.038,0.078,0.090,0.059,6
115.846,50.167,290.692,468.989,1.758,1.840,4.141,4.332,4.236,1.591,2.744,0.095,0.099,0.135,0.139,0.318,0.328,0.229,6
108.415,49.564,821.007,478.584,1.399,1.851,3.294,4.360,3.827,1.455,3.603,0.101,0.134,0.128,0.165,0.301,0.388,0.245,6
112.090,49.285,623.140,466.111,1.940,1.256,4.569,2.957,3.763,1.645,4.485,0.176,0.113,0.208,0.140,0.491,0.329,0.295,6
114.994,50.712,111.709,607.877,1.427,1.527,3.361,3.596,3.479,1.973,5.751,0.162,0.173,0.194,0.206,0.457,0.486,0.334,6
97.731,52.145,445.500,455.511,3.102,2.448,7.305,5.764,6.535,5.697,4.931,0.162,0.117,0.404,0.335,0.952,0.790,0.618,6
109.695,46.643,459.754,456.577,1.434,2.181,3.376,5.137,4.257,2.195,4.535,0.136,0.212,0.185,0.273,0.435,0.642,0.388,6
109.877,49.018,101.655,826.702,2.915,2.187,6.865,5.151,6.008,4.827,4.677,0.295,0.162,0.510,0.325,1.201,0.765,0.712,6
98.480,53.900,837.210,273.734,3.308,2.206,7.790,5.194,6.492,3.179,2.976,0.142,0.079,0.276,0.185,0.649,0.435,0.391,6
121.166,53.811,794.608,399.979,0.967,1.619,2.276,3.812,3.044,1.183,4.994,0.089,0.150,0.100,0.164,0.236,0.386,0.226,6
104.258,52.620,455.074,483.680,2.681,2.613,6.312,6.152,6.232,4.568,4.130,0.151,0.139,0.331,0.306,0.778,0.720,0.530,6
109.387,85.785,662.577,178.928,2.178,1.818,5.128,4.280,4.704,2.217,4.723,0.124,0.106,0.161,0.141,0.380,0.333,0.253,6
99.591,118.662,900.417,189.119,2.181,1.792,5.135,4.219,4.677,2.127,4.525,0.088,0.070,0.116,0.092,0.272,0.217,0.174,6
105.196,51.690,163.189,581.339,2.930,1.963,6.899,4.621,5.760,2.893,2.883,0.134,0.082,0.246,0.178,0.580,0.419,0.358,6
106.238,214.162,135.537,147.893,1.729,1.570,4.071,3.696,3.884,1.480,4.448,0.036,0.033,0.042,0.041,0.100,0.096,0.069,6
114.474,45.641,387.352,418.365,1.417,1.613,3.337,3.798,3.568,1.611,4.486,0.139,0.158,0.169,0.190,0.398,0.447,0.299,6
104.724,48.319,340.113,462.970,3.032,2.240,7.141,5.275,6.208,5.179,4.562,0.206,0.129,0.442,0.328,1.041,0.773,0.648,6
103.315,49.320,292.200,531.330,2.113,3.051,4.975,7.186,6.080,2.844,2.826,0.088,0.138,0.188,0.257,0.443,0.606,0.375,6
116.434,42.280,600.341,148.283,1.236,2.197,2.910,5.174,4.042,2.101,5.389,0.154,0.279,0.194,0.338,0.456,0.796,0.459,6
108.487,44.680,340.749,161.828,1.930,3.669,4.546,8.640,6.593,2.896,3.537,0.127,0.340,0.219,0.521,0.515,1.227,0.665,6
113.483,41.741,7.143,417.678,1.570,1.797,3.697,4.231,3.964,1.348,2.853,0.106,0.122,0.142,0.158,0.334,0.373,0.250,6
107.230,42.461,283.719,473.023,2.494,1.394,5.872,3.282,4.577,1.987,3.942,0.237,0.124,0.312,0.172,0.735,0.404,0.420,6
113.047,48.361,501.395,484.681,3.611,1.837,8.503,4.327,6.415,2.381,2.488,0.174,0.069,0.311,0.147,0.732,0.347,0.405,6
108.997,42.476,460.890,873.890,1.799,2.484,4.235,5.849,5.042,2.677,3.402,0.131,0.196,0.224,0.305,0.526,0.719,0.445,6
102.083,202.981,814.672,272.139,1.619,1.417,3.812,3.337,3.575,1.613,5.595,0.055,0.038,0.066,0.043,0.155,0.102,0.093,6
105.935,48.545,152.490,539.912,3.191,1.660,7.515,3.908,5.712,2.070,2.682,0.227,0.082,0.319,0.140,0.752,0.329,0.410,6
102.027,50.402,395.229,577.827,3.096,3.361,7.291,7.915,7.603,10.783,9.460,0.173,0.183,0.676,0.689,1.591,1.623,1.136,6
103.388,42.176,803.862,446.332,3.083,1.784,7.260,4.201,5.731,2.749,3.324,0.224,0.117,0.366,0.212,0.863,0.498,0.498,6
111.400,40.731,581.430,499.812,1.769,1.234,4.165,2.905,3.535,1.175,3.591,0.156,0.108,0.181,0.129,0.427,0.303,0.262,6
