baseline,height,x,y,sigma_x,sigma_y,fwhm_x,fwhm_y,fwhm,error_baseline,error_height,error_x,error_y,error_sigma_x,error_sigma_y,error_fwhm_x,error_fwhm_y,error_fwhm,slice
110.726,64.570,123.375,526.485,1.891,1.772,4.453,4.172,4.313,1.424,2.420,0.069,0.065,0.098,0.093,0.231,0.219,0.159,13
113.110,65.885,846.044,482.668,1.802,1.731,4.244,4.075,4.160,2.163,4.072,0.110,0.106,0.149,0.145,0.351,0.341,0.245,13
113.436,63.904,612.208,522.971,1.676,1.367,3.947,3.218,3.583,1.958,5.443,0.143,0.116,0.170,0.142,0.401,0.334,0.261,13
110.503,63.647,14.809,403.973,2.280,2.256,5.368,5.313,5.341,3.705,3.832,0.117,0.113,0.222,0.211,0.522,0.497,0.360,13
102.984,126.426,876.748,548.294,1.941,2.183,4.570,5.140,4.855,2.357,4.531,0.072,0.085,0.097,0.114,0.229,0.269,0.177,13
115.149,61.675,567.739,891.133,2.130,2.236,5.015,5.266,5.140,3.018,3.139,0.092,0.097,0.176,0.181,0.415,0.427,0.298,13
117.078,59.905,103.736,149.210,1.745,1.515,4.108,3.568,3.838,1.687,3.893,0.113,0.098,0.143,0.127,0.336,0.298,0.224,13
110.327,61.323,844.550,279.199,1.755,1.394,4.133,3.283,3.708,1.005,2.634,0.075,0.060,0.091,0.074,0.214,0.174,0.138,13
105.698,58.719,385.076,424.149,1.998,1.629,4.705,3.837,4.271,1.188,2.081,0.070,0.056,0.095,0.082,0.225,0.193,0.148,13
117.540,61.038,867.308,644.486,1.474,1.455,3.472,3.425,3.448,1.268,3.797,0.092,0.090,0.109,0.107,0.256,0.252,0.180,13
109.307,58.425,549.415,159.335,1.599,1.885,3.765,4.438,4.101,1.636,3.319,0.089,0.106,0.120,0.139,0.284,0.328,0.217,13
110.640,60.310,618.267,189.300,2.318,1.535,5.458,3.615,4.536,1.285,2.280,0.088,0.056,0.119,0.081,0.281,0.190,0.170,13
105.194,60.396,759.628,477.371,1.932,1.544,4.549,3.636,4.092,1.661,3.436,0.109,0.086,0.142,0.116,0.334,0.274,0.216,13
111.224,59.064,54.650,590.806,1.881,1.235,4.429,2.908,3.669,1.584,4.552,0.145,0.094,0.170,0.115,0.400,0.270,0.241,13
110.283,55.726,897.770,606.435,2.225,1.754,5.239,4.130,4.685,2.604,3.712,0.142,0.110,0.211,0.176,0.496,0.414,0.323,13
110.036,113.001,525.003,497.435,2.876,1.725,6.773,4.062,5.417,2.191,3.593,0.218,0.055,0.223,0.076,0.525,0.180,0.277,13
119.488,56.527,448.183,877.136,1.258,1.448,2.961,3.409,3.185,1.315,4.692,0.104,0.120,0.119,0.137,0.281,0.322,0.214,13
77.746,76.992,525.196,897.530,4.187,3.899,9.859,9.182,9.521,20.036,18.386,0.180,0.218,0.880,0.944,2.073,2.224,1.520,13
106.502,54.672,679.750,196.265,2.505,1.802,5.900,4.243,5.071,2.723,3.305,0.140,0.097,0.224,0.174,0.527,0.409,0.333,13
106.652,156.036,792.561,359.340,1.787,1.536,4.209,3.616,3.913,1.528,4.349,0.050,0.042,0.061,0.051,0.144,0.119,0.094,13
107.883,105.010,767.418,478.530,1.973,1.585,4.645,3.733,4.189,1.833,4.497,0.086,0.067,0.109,0.083,0.256,0.195,0.161,13
105.609,55.528,340.270,87.017,2.310,2.740,5.440,6.452,5.946,4.097,3.581,0.091,0.112,0.235,0.262,0.552,0.617,0.414,13
106.023,50.685,649.477,176.385,2.008,1.943,4.728,4.575,4.651,1.594,2.266,0.086,0.083,0.131,0.128,0.308,0.302,0.216,13
105.881,53.839,559.831,524.440,2.121,3.844,4.995,9.053,7.024,4.783,4.669,0.117,0.269,0.268,0.526,0.631,1.238,0.695,13
113.608,49.714,892.322,583.307,2.424,1.728,5.707,4.069,4.888,1.954,2.698,0.129,0.087,0.192,0.142,0.453,0.335,0.281,13
118.236,47.519,77.104,474.200,1.583,1.380,3.727,3.249,3.488,1.032,3.011,0.100,0.087,0.119,0.105,0.280,0.247,0.187,13
113.187,57.605,365.321,379.005,2.276,2.239,5.359,5.273,5.316,2.866,6.044,0.413,0.477,0.468,0.505,1.103,1.190,0.811,13
125.613,47.694,494.155,488.254,2.054,1.252,4.838,2.948,3.893,1.567,4.114,0.177,0.107,0.211,0.133,0.497,0.313,0.294,13
116.011,79.230,9.167,576.423,2.138,1.704,5.036,4.012,4.524,1.789,3.709,0.101,0.078,0.132,0.104,0.310,0.244,0.197,13
107.942,46.555,373.698,612.501,1.898,2.077,4.470,4.891,4.680,1.866,2.680,0.104,0.114,0.161,0.172,0.379,0.405,0.277,13
125.014,46.632,139.423,630.128,1.850,1.628,4.358,3.834,4.096,2.136,4.210,0.166,0.145,0.220,0.198,0.518,0.466,0.348,13
113.799,45.903,464.377,885.338,1.469,1.875,3.459,4.416,3.938,1.183,2.668,0.085,0.108,0.111,0.136,0.260,0.321,0.207,13
103.479,50.539,581.729,191.633,2.866,2.028,6.748,4.775,5.762,2.660,2.725,0.153,0.088,0.262,0.173,0.617,0.408,0.370,13
91.014,55.690,743.500,454.259,2.944,3.018,6.933,7.106,7.020,7.597,6.535,0.137,0.147,0.437,0.456,1.028,1.075,0.744,13
83.454,68.111,301.343,482.821,3.264,4.011,7.687,9.445,8.566,10.118,9.155,0.078,0.118,0.428,0.528,1.008,1.243,0.800,13
105.156,52.183,446.682,484.046,2.987,3.111,7.033,7.325,7.179,8.121,7.011,0.174,0.198,0.513,0.558,1.208,1.314,0.892,13
93.621,57.693,260.744,569.933,3.136,3.042,7.385,7.164,7.274,8.066,6.988,0.136,0.143,0.449,0.468,1.057,1.103,0.764,13
118.952,46.943,105.654,598.844,2.861,1.749,6.737,4.120,5.428,2.638,3.119,0.177,0.099,0.287,0.185,0.675,0.435,0.401,13
112.835,47.226,51.608,618.710,1.716,1.331,4.041,3.135,3.588,1.298,3.713,0.135,0.104,0.160,0.126,0.376,0.297,0.239,13
110.949,46.512,54.098,625.336,2.245,1.262,5.288,2.973,4.130,1.313,3.210,0.154,0.085,0.189,0.109,0.445,0.256,0.257,13
99.446,60.828,334.771,143.386,2.707,3.075,6.374,7.241,6.807,4.357,3.839,0.107,0.156,0.246,0.321,0.580,0.757,0.477,13
101.033,45.048,808.171,274.877,2.941,2.453,6.926,5.776,6.351,4.429,3.962,0.160,0.132,0.360,0.328,0.849,0.773,0.574,13
94.226,56.978,883.407,283.060,3.454,3.146,8.133,7.409,7.771,10.621,9.340,0.173,0.163,0.618,0.605,1.456,1.425,1.018,13
109.443,54.178,816.812,440.431,3.045,2.638,7.170,6.213,6.691,4.972,4.248,0.104,0.087,0.308,0.281,0.726,0.662,0.491,13
112.373,46.773,233.714,450.310,2.147,1.646,5.055,3.877,4.466,1.792,3.016,0.137,0.102,0.191,0.150,0.449,0.354,0.286,13
110.880,129.058,430.855,508.494,1.631,1.507,3.841,3.550,3.695,1.094,3.461,0.044,0.040,0.053,0.046,0.126,0.109,0.083,13
113.573,46.280,886.584,525.557,2.001,2.503,4.712,5.894,5.303,2.556,2.830,0.104,0.136,0.194,0.233,0.457,0.548,0.357,13
110.165,42.380,133.687,582.314,2.555,2.244,6.017,5.283,5.650,3.852,3.799,0.186,0.158,0.355,0.319,0.837,0.752,0.563,13
109.084,46.557,779.222,249.098,1.426,1.925,3.358,4.533,3.945,1.721,4.027,0.122,0.165,0.156,0.204,0.368,0.481,0.303,13
113.421,119.027,597.384,421.622,1.620,1.398,3.815,3.292,3.554,1.565,5.120,0.070,0.059,0.082,0.068,0.194,0.160,0.126,13
110.279,41.443,265.803,458.761,2.132,1.534,5.021,3.613,4.317,1.603,2.948,0.150,0.106,0.199,0.152,0.469,0.357,0.295,13
121.276,46.553,946.072,629.250,1.329,1.145,3.129,2.696,2.912,1.373,5.833,0.166,0.143,0.184,0.158,0.432,0.373,0.285,13
110.033,45.794,100.140,829.346,2.260,2.620,5.321,6.170,5.746,2.550,2.534,0.099,0.117,0.198,0.221,0.467,0.520,0.350,13
110.654,127.208,616.252,134.539,1.735,1.410,4.085,3.320,3.703,0.923,2.917,0.041,0.032,0.049,0.037,0.116,0.086,0.072,13
109.767,75.292,954.676,182.942,1.993,1.842,4.693,4.338,4.516,2.308,4.401,0.115,0.111,0.152,0.154,0.357,0.362,0.254,13
105.807,46.246,719.163,231.992,2.482,2.749,5.845,6.473,6.159,4.160,3.998,0.170,0.193,0.342,0.368,0.806,0.868,0.592,13
115.321,47.575,415.744,483.238,1.181,1.087,2.782,2.561,2.671,1.111,5.465,0.136,0.125,0.146,0.135,0.345,0.317,0.234,13
116.398,40.986,866.044,527.769,2.679,1.617,6.309,3.809,5.059,2.506,3.980,0.276,0.146,0.388,0.218,0.914,0.514,0.524,13
112.533,46.430,449.328,564.509,2.462,3.325,5.798,7.830,6.814,7.874,6.900,0.180,0.271,0.519,0.661,1.223,1.558,0.990,13
113.390,86.890,313.832,610.620,2.014,1.598,4.743,3.762,4.253,2.001,5.080,0.128,0.092,0.162,0.113,0.382,0.266,0.233,13
111.364,38.746,845.942,636.813,1.645,1.463,3.875,3.444,3.659,1.365,3.528,0.150,0.133,0.183,0.165,0.432,0.390,0.291,13
107.561,120.628,78.760,870.336,1.724,1.492,4.059,3.514,3.787,1.441,4.426,0.064,0.054,0.078,0.063,0.183,0.149,0.118,13
101.164,42.883,553.304,46.349,2.045,2.736,4.817,6.442,5.629,2.611,3.009,0.127,0.219,0.218,0.341,0.513,0.804,0.477,13
118.610,40.098,939.419,146.738,1.543,1.764,3.633,4.154,3.893,1.057,2.367,0.090,0.104,0.118,0.132,0.277,0.311,0.208,13
106.487,43.680,578.178,190.394,2.587,2.312,6.091,5.445,5.768,3.473,3.379,0.172,0.138,0.332,0.275,0.782,0.648,0.508,13
113.103,39.705,613.524,344.564,2.566,1.749,6.042,4.120,5.081,2.387,3.185,0.197,0.127,0.299,0.212,0.704,0.499,0.431,13
92.775,50.039,287.196,507.916,2.812,3.121,6.622,7.349,6.986,5.359,4.689,0.154,0.173,0.387,0.406,0.911,0.956,0.660,13
122.069,37.518,615.396,542.521,1.971,2.360,4.640,5.558,5.099,3.251,3.696,0.171,0.210,0.310,0.356,0.730,0.838,0.556,13
111.313,44.640,622.171,563.567,2.586,2.242,6.088,5.279,5.684,4.193,3.859,0.163,0.138,0.342,0.313,0.805,0.737,0.546,13
115.997,41.752,152.991,569.971,1.078,1.574,2.538,3.705,3.122,0.828,3.214,0.083,0.121,0.093,0.135,0.219,0.317,0.193,13
118.910,40.519,822.844,585.404,1.614,1.386,3.802,3.265,3.533,1.200,3.418,0.136,0.117,0.162,0.141,0.382,0.332,0.253,13
106.487,47.884,143.555,605.147,2.068,2.885,4.869,6.794,5.832,3.193,3.189,0.105,0.167,0.218,0.302,0.514,0.711,0.439,13
102.400,43.552,132.716,288.559,1.033,1.355,2.433,3.191,2.812,0.828,3.804,0.090,0.118,0.098,0.129,0.232,0.303,0.191,13
117.820,41.131,619.953,348.469,2.290,2.274,5.392,5.355,5.374,4.312,4.200,0.186,0.187,0.372,0.376,0.877,0.885,0.623,13
120.081,65.345,364.668,377.823,1.800,2.094,4.238,4.931,4.585,3.105,6.762,0.184,0.263,0.235,0.340,0.553,0.801,0.486,13
108.568,37.574,774.059,434.406,1.211,1.958,2.853,4.610,3.731,0.993,2.842,0.091,0.148,0.110,0.174,0.259,0.409,0.242,13
106.632,38.365,617.403,467.161,2.256,1.504,5.311,3.542,4.427,2.168,3.966,0.231,0.150,0.308,0.216,0.725,0.508,0.443,13
112.506,37.784,469.879,485.358,1.534,1.939,3.612,4.567,4.090,1.664,3.434,0.137,0.176,0.185,0.228,0.437,0.536,0.346,13
106.547,40.081,512.714,490.045,2.249,1.388,5.297,3.268,4.282,1.706,3.583,0.200,0.121,0.255,0.164,0.600,0.386,0.356,13
101.203,46.761,284.411,535.295,2.639,3.122,6.213,7.352,6.783,3.763,3.419,0.135,0.155,0.305,0.322,0.719,0.759,0.523,13
105.260,38.720,284.877,554.347,1.677,2.703,3.949,6.366,5.158,2.430,3.233,0.126,0.223,0.215,0.337,0.506,0.794,0.471,13
114.492,38.316,309.591,562.972,1.887,2.098,4.443,4.941,4.692,2.006,2.666,0.124,0.138,0.202,0.216,0.475,0.509,0.348,13
91.401,48.333,85.861,632.232,3.869,3.258,9.112,7.672,8.392,8.682,7.696,0.214,0.173,0.673,0.608,1.584,1.431,1.067,13
93.541,46.389,99.739,147.987,4.540,2.602,10.690,6.126,8.408,5.531,4.909,0.426,0.127,0.756,0.365,1.780,0.859,0.988,13
113.415,106.985,905.989,203.204,1.714,1.782,4.037,4.197,4.117,2.282,5.920,0.099,0.097,0.125,0.118,0.294,0.278,0.202,13
114.791,37.178,693.075,202.812,1.709,1.364,4.025,3.212,3.618,1.239,3.380,0.155,0.124,0.186,0.152,0.438,0.358,0.283,13
91.403,53.194,621.380,391.938,3.437,4.002,8.095,9.424,8.760,14.408,13.064,0.162,0.225,0.820,0.964,1.931,2.269,1.490,13
109.047,38.617,598.572,449.287,2.191,2.615,5.158,6.157,5.658,3.260,3.195,0.140,0.177,0.289,0.337,0.679,0.794,0.523,13
111.400,39.106,13.897,465.421,2.230,1.753,5.250,4.127,4.689,2.320,3.369,0.184,0.143,0.270,0.225,0.635,0.529,0.413,13
101.936,45.981,280.281,479.356,2.973,2.931,7.002,6.902,6.952,6.185,5.310,0.131,0.133,0.427,0.435,1.007,1.025,0.718,13
98.725,37.371,287.140,497.997,1.520,1.327,3.580,3.126,3.353,0.657,2.096,0.085,0.074,0.099,0.087,0.234,0.206,0.156,13
109.307,43.752,866.316,528.155,2.787,2.394,6.562,5.638,6.100,4.740,4.729,0.312,0.211,0.540,0.398,1.272,0.937,0.790,13
117.086,143.416,568.744,548.022,1.614,1.437,3.801,3.384,3.592,2.526,8.715,0.098,0.087,0.115,0.102,0.271,0.240,0.181,13
124.178,38.165,42.224,586.184,1.803,1.233,4.245,2.904,3.575,1.416,4.209,0.198,0.135,0.231,0.162,0.545,0.383,0.333,13
111.461,41.395,23.653,599.179,2.758,2.198,6.495,5.175,5.835,3.192,3.082,0.191,0.125,0.354,0.256,0.833,0.602,0.514,13
103.050,63.345,897.915,606.467,2.301,1.954,5.419,4.601,5.010,1.880,3.435,0.156,0.107,0.206,0.146,0.486,0.344,0.298,13
95.242,53.204,136.325,626.242,2.809,3.335,6.615,7.853,7.234,5.718,4.980,0.147,0.313,0.353,0.578,0.832,1.361,0.798,13
100.916,39.259,556.254,626.168,1.231,1.556,2.899,3.664,3.282,1.235,4.207,0.132,0.167,0.152,0.191,0.359,0.449,0.287,13
101.703,38.980,288.297,797.726,1.663,1.249,3.915,2.942,3.428,0.959,3.020,0.129,0.097,0.149,0.114,0.351,0.268,0.221,13
98.355,36.014,144.937,207.196,1.280,2.074,3.015,4.885,3.950,1.048,2.645,0.093,0.152,0.117,0.183,0.276,0.431,0.256,13
109.058,136.506,707.292,217.791,1.753,1.657,4.128,3.903,4.015,1.360,3.805,0.049,0.046,0.061,0.057,0.143,0.134,0.098,13
109.252,34.701,3.871,417.268,1.458,1.967,3.434,4.632,4.033,0.954,2.057,0.085,0.116,0.114,0.147,0.268,0.346,0.219,13
99.198,33.500,645.097,465.098,1.313,2.433,3.092,5.729,4.411,1.298,2.843,0.107,0.206,0.143,0.262,0.338,0.617,0.352,13
101.982,38.130,0.697,477.014,2.221,2.075,5.231,4.887,5.059,2.970,3.423,0.426,0.170,0.482,0.286,1.134,0.673,0.660,13
116.945,38.195,897.412,505.935,3.106,1.914,7.313,4.507,5.910,4.324,4.287,0.293,0.159,0.538,0.351,1.267,0.827,0.756,13
119.428,33.227,534.326,507.808,2.060,1.700,4.850,4.003,4.427,1.854,3.055,0.187,0.151,0.263,0.223,0.620,0.525,0.406,13
108.918,50.330,886.660,525.667,2.259,2.599,5.320,6.121,5.720,2.425,2.840,0.119,0.147,0.201,0.235,0.474,0.554,0.365,13
104.794,147.801,567.614,548.119,3.165,1.628,7.454,3.834,5.644,2.145,7.929,0.500,0.051,0.338,0.067,0.795,0.157,0.405,13
101.647,42.984,417.915,573.366,3.162,2.572,7.446,6.055,6.751,5.658,4.841,0.154,0.118,0.454,0.394,1.069,0.927,0.708,13
86.254,60.325,165.347,590.566,4.028,3.400,9.484,8.007,8.746,7.962,7.118,0.141,0.139,0.483,0.478,1.138,1.127,0.801,13
99.628,36.565,451.749,921.775,1.265,1.670,2.980,3.933,3.456,0.860,2.651,0.092,0.121,0.109,0.141,0.256,0.331,0.209,13
98.221,33.577,425.111,82.310,1.605,2.590,3.780,6.099,4.940,1.449,2.121,0.094,0.160,0.151,0.232,0.357,0.545,0.326,13
91.858,53.014,574.980,145.662,3.853,3.996,9.074,9.410,9.242,11.216,10.101,0.195,0.257,0.737,0.843,1.735,1.984,1.318,13
103.686,34.040,933.580,158.920,1.558,2.002,3.668,4.715,4.191,1.524,3.103,0.139,0.183,0.187,0.240,0.441,0.564,0.358,13
102.335,37.970,331.354,161.671,2.579,2.204,6.073,5.190,5.632,2.303,2.473,0.163,0.122,0.282,0.220,0.664,0.518,0.421,13
124.925,102.350,905.844,203.325,1.608,1.410,3.787,3.321,3.554,1.843,6.344,0.105,0.085,0.126,0.097,0.298,0.228,0.187,13
100.533,33.411,464.333,312.940,1.227,1.948,2.890,4.586,3.738,1.274,3.575,0.130,0.208,0.159,0.244,0.374,0.575,0.343,13
105.592,42.185,592.351,325.293,2.793,2.520,6.576,5.934,6.255,4.055,3.823,0.187,0.176,0.371,0.370,0.873,0.872,0.617,13
92.522,43.434,392.583,432.673,3.027,3.551,7.129,8.362,7.745,6.978,6.135,0.119,0.155,0.484,0.556,1.140,1.309,0.868,13
95.621,48.285,433.028,453.884,3.773,4.029,8.884,9.488,9.186,13.421,12.203,0.212,0.245,0.933,0.998,2.197,2.351,1.609,13
98.208,33.584,838.657,461.184,1.585,1.655,3.732,3.897,3.815,1.234,2.915,0.137,0.143,0.173,0.180,0.408,0.425,0.295,13
115.097,110.497,336.724,469.468,1.760,1.469,4.145,3.460,3.802,0.783,2.353,0.038,0.031,0.047,0.036,0.110,0.085,0.069,13
120.500,111.385,786.523,479.253,1.293,1.395,3.045,3.285,3.165,1.356,5.392,0.062,0.067,0.069,0.076,0.162,0.178,0.120,13
114.920,39.149,315.812,520.997,1.906,3.620,4.489,8.524,6.506,4.315,4.215,0.138,0.316,0.323,0.618,0.760,1.455,0.821,13
106.583,36.936,65.280,564.959,2.644,1.945,6.227,4.579,5.403,2.316,2.442,0.158,0.106,0.275,0.210,0.648,0.494,0.407,13
106.155,41.597,955.248,613.112,3.240,3.270,7.631,7.699,7.665,10.243,9.142,0.174,0.181,0.718,0.779,1.690,1.835,1.248,13
85.888,63.455,525.446,899.287,4.397,4.101,10.354,9.657,10.006,15.874,14.650,0.185,0.229,0.883,0.951,2.078,2.240,1.528,13
102.632,35.697,633.844,19.601,1.206,1.276,2.839,3.005,2.922,0.684,2.878,0.097,0.103,0.108,0.114,0.253,0.268,0.184,13
100.904,32.338,793.098,40.611,1.302,1.912,3.067,4.502,3.784,1.016,2.682,0.107,0.158,0.133,0.190,0.314,0.446,0.273,13
100.315,34.082,574.212,63.355,1.483,1.115,3.493,2.627,3.060,1.120,4.428,0.193,0.145,0.214,0.162,0.504,0.382,0.316,13
101.551,47.998,553.898,66.260,3.207,4.551,7.551,10.716,9.134,6.898,6.074,0.277,0.481,0.627,0.863,1.476,2.033,1.256,13
88.804,37.224,815.863,85.937,2.599,2.876,6.120,6.772,6.446,5.016,4.245,0.131,0.150,0.414,0.443,0.976,1.044,0.715,13
100.070,39.845,836.372,92.229,1.106,1.038,2.605,2.444,2.524,0.787,4.234,0.118,0.110,0.125,0.118,0.295,0.277,0.202,13
107.030,35.526,112.905,150.979,2.461,1.405,5.796,3.309,4.553,1.460,2.948,0.218,0.112,0.286,0.153,0.673,0.361,0.382,13
124.433,31.169,131.979,152.878,1.151,1.439,2.711,3.388,3.050,2.121,8.337,0.308,0.385,0.345,0.429,0.812,1.010,0.648,13
95.379,52.622,625.838,153.526,3.716,3.719,8.751,8.757,8.754,9.638,8.552,0.204,0.224,0.665,0.700,1.567,1.649,1.137,13
110.225,366.437,864.144,180.221,1.585,1.373,3.733,3.232,3.483,1.343,4.925,0.022,0.018,0.026,0.020,0.062,0.048,0.039,13
102.263,35.296,897.441,232.380,1.627,1.213,3.832,2.856,3.344,1.144,3.824,0.176,0.131,0.201,0.152,0.474,0.359,0.297,13
101.722,32.737,370.447,328.214,1.626,1.394,3.829,3.282,3.556,1.106,3.121,0.155,0.133,0.185,0.161,0.435,0.379,0.289,13
119.340,40.648,790.460,343.656,1.363,0.954,3.209,2.246,2.728,1.317,6.460,0.216,0.151,0.232,0.165,0.547,0.388,0.336,13
105.384,153.506,792.536,359.324,1.802,1.632,4.244,3.843,4.043,1.238,3.592,0.053,0.038,0.064,0.044,0.152,0.104,0.092,13
115.673,30.960,2.097,422.989,1.287,1.065,3.031,2.509,2.770,1.021,3.986,0.166,0.136,0.186,0.152,0.438,0.358,0.283,13
111.266,31.315,394.292,437.583,1.743,1.664,4.103,3.918,4.011,1.580,3.226,0.178,0.170,0.236,0.227,0.555,0.534,0.385,13
107.887,33.001,605.463,447.858,2.330,1.951,5.487,4.594,5.040,2.443,2.793,0.180,0.146,0.305,0.265,0.718,0.623,0.475,13
103.873,32.830,106.156,465.585,2.734,2.059,6.438,4.848,5.643,2.729,2.744,0.200,0.135,0.362,0.276,0.853,0.650,0.536,13
110.431,40.449,828.155,471.413,3.216,2.116,7.574,4.984,6.279,4.555,4.289,0.248,0.146,0.498,0.348,1.172,0.819,0.715,13
110.136,33.403,476.881,483.547,1.337,1.559,3.149,3.672,3.411,1.541,4.797,0.192,0.224,0.227,0.261,0.534,0.615,0.407,13
98.182,34.550,596.767,493.159,1.428,1.183,3.364,2.786,3.075,0.912,3.514,0.145,0.120,0.163,0.135,0.383,0.319,0.249,13
106.934,35.288,99.727,497.020,2.013,2.825,4.739,6.653,5.696,2.967,3.126,0.141,0.208,0.281,0.368,0.662,0.867,0.545,13
114.356,32.669,413.345,498.522,1.571,4.064,3.699,9.569,6.634,2.746,3.696,0.146,0.516,0.250,0.917,0.589,2.160,1.119,13
110.407,36.198,602.059,559.570,1.484,1.206,3.495,2.839,3.167,1.001,3.654,0.150,0.122,0.169,0.138,0.399,0.326,0.257,13
98.145,32.002,900.113,558.879,1.990,1.542,4.686,3.631,4.159,1.344,2.599,0.160,0.123,0.211,0.172,0.496,0.404,0.320,13
84.619,68.802,448.992,563.656,3.794,4.432,8.934,10.437,9.685,11.800,10.796,0.130,0.380,0.558,0.899,1.314,2.116,1.246,13
101.119,98.983,427.927,572.646,2.011,2.212,4.735,5.209,4.972,2.106,3.705,0.074,0.130,0.097,0.163,0.229,0.385,0.224,13
97.000,32.863,933.095,605.646,1.483,2.173,3.492,5.117,4.305,1.441,2.775,0.122,0.182,0.171,0.238,0.403,0.561,0.345,13
112.810,64.112,109.711,623.693,3.620,1.557,8.525,3.667,6.096,1.862,3.209,0.534,0.072,0.469,0.105,1.104,0.248,0.566,13
100.466,32.434,906.350,655.731,1.370,1.608,3.225,3.787,3.506,1.079,3.202,0.135,0.159,0.161,0.187,0.379,0.440,0.290,13
102.739,45.196,347.368,699.657,1.018,1.034,2.398,2.436,2.417,0.804,4.625,0.104,0.106,0.111,0.112,0.260,0.264,0.185,13
104.448,40.924,131.592,734.690,0.954,1.350,2.246,3.178,2.712,0.847,4.182,0.097,0.137,0.106,0.148,0.250,0.348,0.214,13
103.073,33.416,54.512,803.156,1.651,1.114,3.888,2.623,3.256,1.075,3.902,0.193,0.130,0.216,0.148,0.510,0.348,0.309,13
99.925,35.353,546.031,883.150,1.295,1.130,3.051,2.661,2.856,0.900,3.955,0.145,0.126,0.159,0.139,0.374,0.327,0.248,13
102.576,31.482,107.249,908.131,1.429,1.132,3.365,2.665,3.015,1.093,4.401,0.200,0.158,0.222,0.176,0.522,0.415,0.334,13
103.343,199.403,299.680,525.596,1.592,1.458,3.748,3.433,3.590,1.802,4.911,0.039,0.036,0.047,0.044,0.112,0.103,0.076,2
100.172,145.736,958.156,169.579,1.831,1.652,4.311,3.891,4.101,2.653,4.409,0.102,0.050,0.119,0.069,0.279,0.164,0.162,2
103.574,140.388,347.618,114.406,1.645,1.688,3.874,3.976,3.925,1.622,3.520,0.041,0.042,0.053,0.055,0.126,0.129,0.090,2
105.147,132.574,905.915,510.849,1.508,1.684,3.550,3.965,3.758,1.243,2.998,0.034,0.038,0.043,0.047,0.102,0.112,0.076,2
102.419,127.478,340.867,477.278,1.513,2.217,3.563,5.221,4.392,2.286,4.168,0.048,0.072,0.069,0.095,0.162,0.224,0.139,2
109.778,122.918,98.923,588.990,1.825,1.493,4.298,3.516,3.907,2.034,4.529,0.067,0.055,0.085,0.072,0.200,0.169,0.131,2
98.769,136.282,924.254,176.465,2.063,2.588,4.859,6.094,5.477,5.066,5.021,0.060,0.080,0.124,0.149,0.293,0.351,0.228,2
105.416,120.436,839.789,595.673,1.760,1.636,4.145,3.853,3.999,1.673,3.423,0.050,0.046,0.066,0.062,0.154,0.145,0.106,2
100.743,118.475,861.372,615.085,1.798,1.599,4.234,3.766,4.000,1.538,3.168,0.048,0.042,0.063,0.057,0.147,0.134,0.100,2
112.688,121.314,402.744,410.504,1.618,1.503,3.811,3.539,3.675,1.371,3.535,0.047,0.044,0.058,0.054,0.136,0.127,0.093,2
105.785,113.368,798.586,357.122,1.651,1.625,3.888,3.828,3.858,1.860,4.183,0.061,0.060,0.078,0.077,0.184,0.181,0.129,2
110.923,109.316,320.094,547.744,1.564,1.686,3.683,3.970,3.826,1.905,4.366,0.062,0.067,0.080,0.085,0.189,0.201,0.138,2
111.923,112.050,628.662,501.681,1.669,1.604,3.929,3.778,3.854,1.455,3.294,0.049,0.047,0.063,0.061,0.147,0.142,0.102,2
114.019,110.098,583.904,504.041,1.733,1.278,4.081,3.009,3.545,1.782,5.229,0.082,0.061,0.096,0.073,0.227,0.172,0.142,2
114.445,109.396,520.435,491.805,1.717,1.643,4.043,3.868,3.955,1.513,3.200,0.050,0.048,0.065,0.063,0.154,0.148,0.107,2
107.548,109.378,606.644,151.421,1.607,1.492,3.785,3.512,3.649,2.066,5.501,0.081,0.075,0.098,0.092,0.231,0.216,0.158,2
107.310,103.137,63.078,578.884,1.529,1.446,3.600,3.404,3.502,1.327,3.792,0.056,0.053,0.067,0.064,0.159,0.151,0.109,2
104.695,103.240,67.691,586.995,1.575,1.697,3.709,3.995,3.852,1.864,4.201,0.064,0.069,0.083,0.088,0.195,0.207,0.142,2
110.794,98.965,106.724,147.138,1.708,1.647,4.022,3.878,3.950,2.711,5.686,0.098,0.094,0.128,0.125,0.302,0.293,0.210,2
104.574,103.463,888.865,276.663,2.238,1.840,5.271,4.334,4.802,3.983,5.481,0.116,0.091,0.177,0.146,0.416,0.343,0.270,2
106.193,103.187,629.873,122.548,1.602,1.783,3.773,4.198,3.986,1.448,3.047,0.047,0.052,0.062,0.068,0.147,0.160,0.109,2
112.118,94.896,507.825,486.368,1.815,1.370,4.273,3.227,3.750,1.358,3.484,0.066,0.050,0.080,0.063,0.189,0.148,0.120,2
113.023,94.999,131.764,521.891,1.424,1.534,3.354,3.611,3.483,1.573,4.571,0.068,0.074,0.082,0.088,0.194,0.207,0.142,2
102.113,94.651,143.615,554.306,1.802,1.770,4.243,4.169,4.206,1.612,2.878,0.054,0.053,0.075,0.074,0.177,0.175,0.124,2
112.985,94.058,93.472,839.993,2.137,1.865,5.032,4.391,4.711,2.798,3.704,0.080,0.069,0.125,0.113,0.295,0.266,0.199,2
